,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
3613,274.9,101.6,650.3,1101.6,1302.0,1188.6,1050.3,617.0,617.7,530.0,1013.5,1100.9,1230.1,4.2,360.8,293.6,914.2,925.3,877.2,815.0,556.7,377.6
3614,275.2,101.9,650.2,1099.8,1312.4,1184.2,1049.7,600.4,600.0,530.0,1014.4,1118.1,1249.3,4.2,375.4,310.1,910.6,919.6,875.7,812.3,541.3,363.9
3615,274.8,102.0,649.4,1100.5,1295.6,1141.8,1039.5,598.8,599.1,530.0,998.1,1125.1,1219.1,4.2,411.1,350.2,913.2,923.0,881.7,841.4,577.4,389.1
3616,274.9,102.1,650.5,1101.0,1305.0,1106.6,1007.9,601.7,601.4,530.0,997.9,1135.9,1174.8,4.2,431.6,373.4,906.1,927.6,894.6,862.7,624.3,413.8
3617,275.0,102.0,649.6,1101.8,1326.1,1089.9,988.2,599.7,599.1,530.0,991.7,1146.8,1140.9,4.2,442.8,386.5,894.4,931.2,902.3,878.9,652.4,438.1
3618,274.9,102.0,649.5,1098.2,1322.3,1089.2,972.1,644.6,643.4,530.0,995.9,1138.6,1153.7,4.2,456.5,401.7,910.5,938.9,906.7,892.9,720.9,500.1
3619,274.9,101.9,646.3,1100.5,1338.7,1149.4,1030.6,634.4,634.1,530.0,993.4,1118.1,1166.4,4.2,423.9,367.9,894.0,927.6,900.8,869.2,649.2,437.0
3621,274.6,102.0,650.7,1099.0,1355.5,1250.7,1049.9,670.7,670.4,530.0,1031.5,1091.8,1362.6,4.3,385.9,329.5,893.2,908.6,887.5,825.4,626.3,430.5
3622,274.9,101.9,649.8,1100.2,1370.4,1298.5,1051.1,632.2,630.5,530.0,1019.3,474.9,1428.7,4.4,359.1,308.9,868.2,889.1,876.3,780.6,543.2,377.1
3623,275.0,101.9,650.1,1137.7,1365.7,1303.4,1050.7,611.7,607.1,530.0,1034.3,904.3,1418.6,4.5,364.8,324.5,884.2,893.4,875.4,777.2,529.0,359.8
3624,274.7,101.4,650.0,1104.3,1329.7,1276.7,1009.1,607.1,604.8,530.0,1041.4,1124.1,1450.7,4.6,372.9,334.6,923.8,931.2,880.7,753.8,515.1,353.4
3625,274.7,101.8,650.4,1098.6,1299.0,1226.4,930.4,615.2,610.2,530.0,1003.5,1110.6,1298.6,4.6,397.9,366.5,944.3,948.4,891.7,745.5,536.3,366.1
3626,274.7,101.9,649.8,1100.9,1269.9,1153.1,949.5,654.9,637.5,530.0,1006.0,1115.3,1218.7,4.6,379.5,341.8,973.3,971.4,905.4,799.1,607.5,396.7
3627,274.8,101.8,650.1,1101.0,1312.5,1209.9,950.3,647.4,630.0,530.0,992.2,1124.9,1262.7,4.6,359.7,318.3,938.4,949.9,896.1,774.1,577.3,382.4
3628,274.6,101.8,651.0,1099.2,1302.2,1174.5,949.2,626.1,618.3,530.0,974.3,1144.8,1201.7,4.2,361.3,299.5,928.5,950.3,900.7,792.6,578.4,382.0
3629,274.5,102.1,650.0,1102.7,1334.9,1250.7,951.1,602.5,601.5,530.0,968.6,1145.3,1327.4,4.4,386.8,343.3,912.2,928.8,886.9,760.2,541.7,368.8
3630,275.0,102.6,649.9,1100.0,1330.7,1266.7,965.3,599.4,600.0,530.0,999.2,1140.5,1376.4,4.3,397.7,346.3,920.7,932.8,890.6,749.2,510.4,343.7
3631,269.3,102.5,649.4,1082.9,997.7,1165.9,999.8,637.8,624.7,530.0,983.7,1149.0,1368.5,3.3,414.7,291.3,873.9,787.2,820.7,771.4,563.9,376.4
3632,274.1,103.2,649.6,1149.7,1041.7,1297.9,999.6,600.9,600.7,530.0,993.7,1141.7,1426.7,4.0,436.9,362.6,899.1,845.6,875.6,776.4,513.8,342.8
3633,274.8,103.5,649.1,1149.7,1026.9,1262.2,999.9,599.6,600.2,530.0,1020.2,1130.1,1372.8,4.1,434.4,375.1,949.7,866.8,881.5,791.1,533.0,361.6
3634,274.6,102.8,651.1,1149.0,1233.0,1153.5,1000.2,632.7,622.0,530.0,997.9,1135.1,1275.6,4.3,411.4,359.2,968.4,949.5,893.8,817.7,572.9,378.3
3635,274.9,101.7,650.1,1151.7,1341.7,1263.3,999.9,610.9,607.5,530.0,999.4,1149.9,1350.6,4.3,382.0,325.1,905.6,911.1,868.3,757.6,509.9,348.9
3636,274.8,101.7,650.2,1150.8,1333.2,1268.8,1000.3,620.9,612.7,530.0,1013.5,1151.0,1357.1,4.3,380.1,322.0,913.9,909.6,863.2,748.8,516.7,358.6
3637,274.7,101.4,649.8,1149.1,1329.9,1272.3,999.9,607.2,603.9,530.0,1023.2,1144.7,1371.2,4.3,363.3,303.2,910.4,908.2,863.2,749.1,511.2,350.4
3638,274.9,101.7,649.9,1149.4,1297.5,1233.8,999.7,611.2,610.7,530.0,1002.3,1140.3,1303.1,4.3,367.5,305.2,932.4,921.8,869.4,758.4,512.0,357.7
3639,274.8,101.6,650.0,1150.0,1281.6,1203.4,996.3,599.4,600.8,530.0,996.0,1138.3,1228.1,4.3,363.5,303.0,936.2,930.3,877.6,777.2,523.2,357.2
3640,274.6,101.7,650.2,1150.8,1281.8,1134.4,980.6,646.2,645.6,530.0,986.9,1154.1,1145.0,4.3,351.8,287.9,933.7,935.9,892.6,844.3,636.6,428.3
3641,274.9,102.0,648.5,1150.7,1292.4,1171.6,989.8,682.8,680.7,530.0,997.4,1147.8,1185.6,4.3,321.4,251.4,933.6,930.2,889.1,834.0,655.6,457.5
3642,274.8,102.1,649.6,1148.6,1344.1,1261.3,999.7,625.1,625.2,530.0,993.7,1122.3,1270.6,4.3,301.9,225.3,912.0,917.6,874.5,767.5,536.7,376.4
3643,275.3,102.3,650.6,1151.1,1354.3,1260.3,1001.0,603.4,602.4,530.0,984.5,1128.5,1250.7,4.3,311.7,236.9,904.7,918.4,878.5,775.9,531.2,367.2
3644,274.9,101.9,649.3,1149.8,1355.2,1280.4,1000.2,600.6,600.7,530.0,973.3,1127.5,1235.0,4.3,330.7,263.1,913.2,919.3,876.1,754.5,505.2,350.8
3645,275.1,101.9,649.6,1141.0,1363.4,1304.7,1000.0,616.6,617.5,530.0,993.8,1124.0,1316.5,4.3,346.1,281.2,906.0,914.6,871.2,741.8,509.0,358.0
3646,274.9,101.9,650.3,1098.8,1376.4,1318.1,1000.5,600.2,599.3,530.0,999.6,1116.8,1407.1,4.3,359.4,297.5,882.3,903.0,867.7,738.6,487.7,333.1
3647,274.7,101.7,649.5,1100.0,1286.7,1228.1,998.9,654.1,628.9,530.0,997.4,1110.7,1294.2,4.3,347.7,282.1,941.1,945.7,887.4,767.5,549.3,369.2
3648,274.9,101.9,651.4,1099.0,1348.4,1278.9,1000.6,665.5,631.1,530.0,1006.9,1102.3,1363.7,4.3,356.9,295.4,914.9,922.7,876.0,766.8,562.3,379.3
3649,274.9,101.8,650.0,1100.3,1346.0,1267.2,1000.4,656.1,616.2,530.0,1006.3,1100.6,1359.4,4.3,362.6,300.7,910.8,921.7,875.5,749.1,529.1,342.5
3650,274.9,101.7,649.4,1098.8,1344.7,1273.8,999.8,629.7,628.9,530.0,1008.1,1106.2,1365.4,4.3,376.0,317.5,916.3,922.3,876.9,751.1,527.7,355.2
3651,274.8,101.9,650.9,1101.1,1342.5,1261.8,1038.4,628.1,628.6,530.0,1009.0,1093.6,1370.0,4.3,372.6,312.4,913.1,926.3,880.5,779.1,534.8,356.2
3652,274.9,102.0,650.5,1101.1,1325.8,1167.8,1060.7,647.7,648.6,530.0,1002.3,1122.3,1232.1,4.3,371.5,312.2,927.0,937.2,897.1,843.0,597.9,398.1
3653,274.9,102.3,648.8,1100.6,1343.1,1244.7,1100.7,610.6,609.8,530.0,988.4,1118.4,1314.5,4.3,382.2,324.7,903.9,921.9,888.4,820.7,535.0,351.4
3654,275.0,102.4,650.3,1099.2,1333.8,1257.5,1099.8,602.1,601.8,530.0,1006.8,1118.8,1335.7,4.3,381.7,323.4,920.7,930.5,889.1,798.7,503.5,335.3
3655,274.9,102.6,650.4,1100.1,1324.9,1238.3,1099.6,613.3,612.9,530.0,996.3,1113.1,1328.9,4.3,384.8,328.5,930.5,939.3,890.6,813.2,515.1,339.7
3656,275.0,102.5,650.4,1099.9,1324.2,1226.2,1099.5,618.8,618.4,530.0,986.8,1106.8,1272.5,4.3,380.1,323.0,932.5,941.1,890.7,818.0,530.3,353.9
3657,272.8,101.8,650.1,1099.5,1305.9,1163.2,1065.6,636.8,636.5,530.0,966.7,1109.8,1176.2,4.1,387.5,320.5,927.2,944.6,896.8,853.5,595.3,395.1
3658,274.7,102.2,648.9,1100.6,1298.9,1154.0,1060.9,666.6,666.3,530.0,983.7,1095.8,1312.3,4.3,407.0,351.9,933.1,941.3,893.3,849.6,608.8,409.0
3659,273.0,101.4,648.3,1099.1,1258.6,1128.0,1041.8,617.5,618.2,530.0,1004.6,1097.2,1383.6,4.1,415.7,351.3,907.9,869.6,791.6,748.5,503.1,348.2
3660,275.1,102.0,650.6,1101.6,1298.9,1196.2,1078.8,685.3,686.0,530.0,993.1,1115.5,1282.7,4.3,397.6,342.8,919.8,923.8,879.6,827.6,591.7,410.0
3661,274.8,101.8,649.7,1099.9,1308.5,1233.1,1096.7,654.4,655.3,530.0,1006.1,1116.3,1351.6,4.3,405.9,352.1,916.1,920.8,871.7,800.6,544.7,374.3
3662,274.5,101.8,650.1,1101.6,1297.6,1209.3,1085.3,748.4,747.8,530.0,1008.7,1092.9,1343.6,4.3,401.0,346.6,911.9,916.4,876.1,819.1,642.9,454.5
3663,274.5,101.8,648.5,1099.5,1378.3,1261.6,1098.3,629.1,624.2,530.0,1004.8,1104.9,1378.3,4.3,397.6,342.8,863.7,894.9,862.9,788.4,523.8,353.6
3664,274.7,101.9,650.2,1100.6,1327.9,1241.5,1099.4,754.0,722.9,530.0,1031.4,1106.6,1410.3,4.3,399.5,346.0,903.4,905.2,867.2,809.6,655.0,439.2
3665,274.6,102.6,650.9,1100.4,1243.1,1175.5,1082.5,821.2,813.4,530.0,1015.4,1077.2,1325.7,4.3,393.4,338.0,932.5,918.3,884.6,848.5,735.9,507.4
3668,158.9,71.9,542.3,1014.9,1209.9,1173.6,890.9,539.7,533.4,530.0,879.5,1067.1,1488.5,2.3,410.5,194.7,748.9,766.4,736.3,582.9,376.8,265.8
3669,179.0,76.7,570.9,995.5,1281.5,1201.5,901.7,533.7,534.5,530.0,754.3,1072.1,1240.4,1.9,408.1,173.5,706.2,761.9,738.8,597.7,370.3,259.5
3670,263.8,99.8,600.4,1047.8,1137.1,1089.9,897.5,665.5,664.4,530.0,990.9,1016.1,1304.2,3.8,392.0,301.3,959.6,925.7,859.6,765.0,620.6,424.3
3671,275.0,102.5,600.4,1052.2,1004.7,994.2,899.9,692.7,668.4,530.0,1009.5,1031.8,1393.3,4.3,363.5,304.1,914.6,849.6,812.9,776.6,645.1,410.6
3672,274.7,102.2,601.6,1049.0,1142.9,1111.1,942.0,660.8,659.1,530.0,1021.4,1031.7,1385.2,4.3,357.3,296.2,914.2,887.1,853.3,774.9,605.0,401.9
3673,275.0,102.2,650.7,1060.6,1315.9,1215.6,1078.5,616.8,617.6,530.0,1013.2,1067.2,1245.3,4.3,357.6,294.7,900.9,930.8,910.4,841.2,558.2,367.4
3674,274.9,102.3,649.7,1099.9,1319.7,1215.5,1100.1,616.1,616.4,530.0,989.5,1102.8,1223.4,4.3,369.9,309.9,915.7,938.4,909.5,847.4,557.4,366.5
3675,275.0,102.3,649.7,1100.7,1320.9,1206.8,1091.2,599.9,600.5,530.0,991.1,1126.1,1253.2,4.3,361.4,300.9,906.9,933.5,912.0,853.7,558.7,364.6
3676,274.8,102.2,649.9,1100.0,1324.7,1249.7,1100.5,600.3,600.5,530.0,1000.0,1096.8,1270.2,4.3,353.6,289.9,908.8,926.9,905.1,823.0,524.3,345.4
3677,274.4,102.3,649.8,1101.1,1319.6,1265.4,1100.1,600.5,600.3,530.0,1000.7,1090.3,1317.0,4.3,357.5,296.6,914.6,932.2,902.2,810.1,507.6,337.7
3678,274.5,102.6,650.4,1099.3,1313.1,1259.6,1099.6,609.7,608.4,530.0,992.5,1092.8,1286.7,4.3,357.8,295.1,926.7,943.5,905.8,806.8,508.3,335.1
3679,274.7,102.5,650.8,1099.4,1313.5,1227.1,1099.9,607.3,607.2,530.0,977.3,1109.7,1194.1,4.3,356.2,295.1,922.1,941.3,912.2,841.2,543.7,355.1
3680,274.8,102.3,649.5,1099.6,1331.1,1256.0,1099.4,625.7,624.7,530.0,993.5,1084.3,1316.3,4.3,379.8,320.1,896.1,921.3,899.6,828.4,551.2,371.6
3681,274.8,102.2,649.8,1099.3,1342.1,1272.1,1099.2,608.9,609.9,530.0,1018.9,1084.8,1356.3,4.3,369.1,307.6,895.3,918.9,891.5,802.3,523.8,353.8
3682,274.5,101.9,651.1,1099.2,1356.4,1263.1,1098.0,605.6,605.8,530.0,1022.6,1093.7,1324.8,4.3,396.8,339.2,907.1,925.0,889.3,792.3,509.2,340.9
3683,274.8,102.1,650.8,1101.6,1340.8,1236.5,1099.2,631.9,632.5,530.0,1008.3,1093.1,1299.8,4.3,403.7,351.5,915.1,937.9,891.3,807.1,540.1,358.7
3684,274.6,101.6,649.2,1101.1,1329.4,1227.2,1099.1,666.2,662.9,530.0,997.9,1084.4,1297.1,4.3,415.1,362.0,912.1,933.0,888.8,814.0,569.6,383.1
3685,274.5,101.5,649.9,1099.9,1333.6,1227.8,1098.4,682.2,661.3,530.0,1005.9,1075.5,1323.2,4.3,411.0,356.5,914.8,934.2,886.1,813.2,581.2,383.4
3686,274.7,101.8,650.1,1100.3,1311.0,1189.6,1098.8,773.4,728.6,530.0,998.9,1070.8,1238.0,4.3,386.4,328.5,931.8,945.3,890.6,842.9,682.3,446.5
3687,274.6,102.0,650.4,1099.8,1334.0,1158.9,1085.4,649.0,637.9,530.0,999.0,1102.5,1182.2,4.3,374.3,315.5,901.9,933.7,894.4,859.0,617.4,402.0
3688,274.6,102.3,649.9,1100.2,1329.8,1158.1,1072.2,623.4,618.2,530.0,1019.6,1116.2,1167.5,4.3,367.7,307.8,902.2,931.4,901.0,861.1,605.9,389.7
3689,274.5,102.4,649.3,1100.0,1342.2,1216.7,1097.9,671.0,652.6,530.0,1005.0,1106.1,1220.4,4.3,368.6,310.3,898.0,920.2,895.8,841.4,631.6,424.1
3690,274.8,102.6,650.1,1100.4,1344.4,1249.9,1100.5,666.1,649.6,530.0,1018.9,1075.9,1298.9,4.3,365.5,305.3,899.4,918.9,895.3,821.9,585.8,383.2
3691,274.7,102.4,650.0,1099.5,1335.6,1242.8,1100.4,667.9,651.6,530.0,1015.1,1057.8,1241.7,4.3,365.9,304.9,906.4,927.0,897.1,827.3,594.8,388.7
3692,274.6,101.9,650.0,1100.5,1341.0,1242.1,1100.5,687.8,665.8,530.0,1008.7,1051.2,1275.3,4.3,376.0,318.1,904.9,927.8,895.8,826.3,607.9,400.5
3693,274.8,102.3,650.2,1098.6,1323.6,1229.9,1099.5,698.5,680.6,530.0,1022.2,1057.6,1202.3,4.3,358.8,295.7,903.7,926.1,903.5,851.8,636.5,421.2
3694,274.8,102.0,649.5,1100.2,1322.6,1213.4,1099.0,655.3,655.7,530.0,1007.6,1041.2,1197.3,4.3,362.7,301.2,899.4,928.6,909.4,867.4,622.4,416.9
3695,274.9,102.5,649.9,1099.2,1329.7,1238.6,1100.4,641.7,640.7,530.0,1009.7,1040.8,1242.8,4.3,371.1,310.6,898.5,925.1,904.0,844.7,585.7,391.7
3696,274.7,102.0,650.3,1101.0,1327.8,1257.0,1099.8,688.5,689.8,530.0,1003.4,1036.5,1264.0,4.3,365.1,305.3,899.6,924.2,902.2,834.1,610.7,418.3
3697,274.6,101.9,649.9,1099.7,1328.5,1262.8,1100.0,680.3,681.2,530.0,996.3,1039.1,1255.3,4.3,366.6,304.7,896.2,923.0,902.6,831.4,600.0,406.3
3698,274.7,101.9,650.0,1099.7,1323.4,1258.3,1099.4,655.0,656.2,530.0,1018.5,1040.0,1250.2,4.3,359.2,297.2,902.8,929.0,905.0,831.2,579.8,400.5
3699,267.1,100.0,650.7,1100.8,1326.3,1262.9,1099.7,647.5,647.2,530.0,1016.4,1049.3,1266.3,4.2,356.0,286.2,900.1,929.0,904.5,828.8,561.8,382.0
3700,274.6,102.0,649.8,1100.2,1330.0,1258.4,1100.9,614.5,614.0,530.0,997.6,1079.7,1246.8,4.3,354.9,290.1,895.7,921.7,906.1,836.2,553.2,363.0
3701,274.8,102.3,650.1,1100.2,1332.1,1281.3,1098.9,623.4,623.4,530.0,1009.1,1077.7,1282.1,4.3,357.3,293.8,887.0,915.9,902.7,822.3,555.1,374.7
3702,274.5,102.4,649.6,1099.9,1327.5,1288.5,1054.4,649.2,650.4,530.0,1033.4,1059.5,1345.4,4.3,360.5,299.5,903.9,921.3,900.7,790.3,559.3,375.0
3703,274.8,102.8,649.7,1098.2,1323.8,1269.2,1048.3,752.0,752.8,530.0,1033.4,1063.7,1330.5,4.3,359.1,296.6,923.1,931.9,903.4,804.9,657.4,455.1
3704,274.7,102.6,650.3,1099.8,1341.0,1279.0,1051.1,750.5,748.4,530.0,1021.1,948.8,1364.1,4.3,370.6,308.7,909.0,926.4,893.4,787.2,630.1,439.6
3705,274.5,102.5,648.8,1099.8,1343.7,1266.9,1049.6,706.4,707.9,530.0,1025.7,1064.8,1328.0,4.3,363.6,301.6,922.0,935.9,889.6,775.4,588.4,406.7
3706,274.6,102.0,649.4,1101.3,1344.4,1231.9,1050.2,670.9,669.3,530.0,999.1,1078.2,1241.7,4.3,358.8,296.3,916.7,942.5,893.5,791.9,571.6,389.3
3707,274.4,102.0,647.9,1099.8,1358.3,1240.4,1051.5,685.4,684.5,530.0,1003.9,1071.1,1312.9,4.3,380.7,322.6,905.9,932.3,886.9,790.2,585.2,401.5
3708,274.6,101.5,650.7,1098.8,1355.6,1263.1,1049.9,751.8,752.8,530.0,1000.9,1067.4,1329.3,4.3,384.5,327.8,909.5,933.7,879.4,775.0,629.0,445.8
3709,274.3,101.5,650.0,1098.6,1357.5,1267.5,1050.4,676.2,675.4,530.0,1011.3,1058.4,1341.2,4.3,388.9,330.9,911.4,934.0,875.2,753.0,545.5,375.3
3710,274.7,101.8,650.2,1099.7,1312.2,1187.6,1048.8,766.1,768.5,530.0,1008.9,1061.7,1271.8,4.3,370.6,308.8,946.9,955.1,888.9,816.4,678.1,476.1
3711,275.1,101.9,651.3,1101.7,1331.1,1209.9,1050.4,700.9,699.2,530.0,985.7,1057.9,1237.1,4.3,371.2,310.1,938.1,951.2,884.7,801.4,614.4,421.3
3712,275.1,101.9,648.2,1101.2,1320.1,1204.8,1049.4,663.7,664.6,530.0,987.8,1052.9,1255.7,4.3,378.2,319.1,939.3,956.2,888.1,797.0,580.8,392.3
3713,275.1,102.0,650.0,1099.5,1323.7,1197.1,1050.0,671.7,670.7,530.0,986.8,1066.7,1204.8,4.3,371.4,311.3,925.8,952.4,891.9,809.4,607.5,414.3
3714,275.0,102.0,649.8,1100.2,1344.7,1224.9,1049.8,628.4,628.8,530.0,979.2,1080.6,1164.8,4.3,373.0,314.4,910.2,935.3,890.1,803.3,568.8,382.3
3715,275.0,102.0,648.7,1099.5,1334.5,1229.1,1073.0,627.9,627.0,530.0,987.5,1077.1,1188.0,4.3,389.1,331.8,919.1,940.0,895.8,808.2,561.8,370.1
3716,275.0,102.0,649.4,1099.9,1312.2,1242.9,1050.2,618.3,618.7,530.0,986.3,1079.1,1210.8,4.3,390.8,336.1,940.1,949.1,900.5,799.6,544.5,362.9
3717,275.3,102.1,650.1,1101.0,1313.1,1213.0,1049.0,619.4,619.8,530.0,975.3,1078.9,1166.6,4.3,407.5,352.3,921.7,949.1,911.3,827.9,569.4,372.1
3718,275.0,101.7,649.9,1101.3,1329.3,1277.4,1049.3,605.3,604.1,530.0,973.0,1057.9,1202.5,4.3,422.8,370.4,897.2,917.4,900.3,798.7,543.3,367.8
3719,274.9,101.8,650.0,1098.5,1293.5,1221.7,1049.1,637.9,638.7,530.0,966.7,1071.7,1163.1,4.3,422.8,372.9,909.2,932.7,911.5,828.4,589.7,393.5
3720,274.7,101.7,649.1,1099.5,1324.3,1269.9,1051.2,601.7,600.0,530.0,959.8,1066.3,1216.7,4.3,412.4,360.1,911.1,930.3,904.7,800.9,540.8,364.9
3721,274.9,101.5,651.0,1102.2,1335.0,1290.2,1050.4,600.2,599.7,530.0,980.2,1053.6,1238.2,4.3,405.6,352.1,896.4,911.3,898.6,786.3,526.1,350.3
3722,274.9,101.1,650.2,1099.4,1322.4,1314.2,1049.7,613.5,612.9,530.0,985.7,1056.2,1290.2,4.3,439.4,391.2,900.9,914.2,894.3,769.0,515.4,349.1
3723,274.8,101.7,650.2,1101.0,1284.5,1274.9,1049.7,645.4,646.4,530.0,959.6,1065.9,1236.6,4.3,426.9,376.2,924.8,930.7,904.3,789.3,545.6,376.2
3724,274.9,101.7,649.3,1098.9,1295.6,1251.1,1050.0,614.6,616.4,530.0,971.0,1079.2,1233.2,4.3,440.9,391.8,947.1,957.6,911.4,798.0,533.1,357.1
3725,274.3,101.5,650.8,1099.6,1289.4,1188.4,1049.8,628.5,626.2,530.0,968.0,1086.3,1161.8,4.3,424.9,372.3,935.6,958.3,925.6,857.8,603.2,396.8
3726,274.8,102.2,649.6,1131.0,1322.2,1247.4,1049.2,636.2,636.3,530.0,971.2,1100.6,1169.1,4.3,400.6,344.7,903.1,923.5,916.7,837.1,595.9,404.6
3727,274.7,102.4,650.1,1148.5,1333.3,1297.5,1050.6,611.5,609.8,530.0,955.5,1096.9,1214.9,4.3,384.2,326.6,901.3,913.8,902.9,798.9,544.8,372.2
3728,275.2,102.4,650.0,1148.5,1342.6,1263.8,1049.7,693.2,690.4,530.0,968.1,1120.4,1168.9,4.4,374.8,326.8,904.4,917.1,904.4,841.3,653.1,455.7
3729,275.2,102.2,649.6,1150.4,1347.0,1262.4,1048.9,699.7,695.7,530.0,989.7,1112.3,1215.5,4.5,373.1,326.3,907.5,922.3,896.7,821.9,639.8,445.1
3730,275.0,102.3,650.0,1149.7,1351.9,1267.3,1048.2,734.6,739.7,530.0,975.7,1120.4,1202.3,4.5,379.2,332.8,900.7,914.5,890.5,816.4,658.8,473.3
3731,275.0,102.0,649.2,1148.2,1341.6,1211.4,1046.8,714.6,712.3,530.0,987.0,1110.6,1170.4,4.5,394.4,352.8,902.5,921.8,897.9,853.0,682.6,481.4
3732,275.5,102.0,650.6,1148.5,1323.0,1247.2,1051.7,789.0,795.8,530.0,1002.3,1084.6,1249.5,4.5,398.3,357.6,906.0,913.3,887.2,830.0,712.5,519.3
3733,275.1,102.1,649.7,1149.8,1347.5,1273.0,1050.9,669.6,649.8,530.0,987.0,1082.6,1280.8,4.5,403.1,365.3,901.0,916.9,879.3,779.5,568.2,383.7
3734,275.2,102.4,650.9,1150.6,1345.9,1263.3,1050.6,710.0,640.0,530.0,986.5,1083.9,1296.3,4.5,410.7,372.7,918.2,929.6,877.8,777.4,595.5,379.8
3735,275.1,102.3,649.9,1151.9,1350.4,1260.6,1049.4,759.7,670.6,530.0,968.8,1125.6,1259.6,4.5,381.6,338.4,900.5,917.2,876.4,786.3,645.5,409.1
3736,275.2,102.4,649.9,1148.2,1346.4,1230.3,1050.7,737.4,641.4,530.0,1010.3,1112.3,1239.0,4.5,383.7,340.0,902.5,921.3,890.3,827.6,662.6,407.6
3737,275.4,103.1,649.5,1148.4,1323.2,1263.6,1049.8,754.9,658.1,530.0,1000.5,1099.3,1300.4,4.5,393.6,352.4,924.2,930.5,889.5,805.2,645.4,402.3
3738,275.4,103.1,650.6,1150.3,1325.3,1280.8,1050.1,696.5,628.4,530.0,965.7,1114.9,1270.6,4.5,408.7,370.1,918.6,932.5,887.5,781.8,579.3,367.9
3739,275.4,102.9,649.7,1149.7,1317.0,1232.0,1049.5,712.5,662.2,530.0,982.8,1104.4,1257.3,4.5,419.6,382.9,948.7,951.3,898.1,811.7,636.7,410.3
3740,275.4,102.5,650.1,1150.3,1319.1,1248.7,1048.5,717.6,668.8,530.0,986.7,1112.4,1255.8,4.5,403.5,365.3,932.8,943.5,902.9,811.7,638.0,411.8
3741,274.9,102.6,650.4,1150.9,1320.8,1264.0,1050.6,722.4,673.5,530.0,1012.9,1113.8,1234.4,4.5,396.3,354.6,921.8,934.6,901.5,812.5,643.5,425.2
3742,274.7,102.5,650.8,1150.0,1335.2,1240.4,1050.2,663.9,661.7,530.0,997.6,1111.9,1145.5,4.5,390.8,347.6,888.9,914.6,910.9,850.0,644.2,439.6
3743,274.9,102.5,637.1,1149.8,1337.1,1270.5,1050.2,623.4,622.4,530.0,995.5,1124.5,1143.3,4.5,394.8,354.5,894.5,910.6,905.5,837.5,606.4,408.0
3744,274.8,102.2,649.8,1150.2,1325.4,1284.6,1049.8,622.2,620.9,530.0,990.8,1118.8,1180.7,4.5,414.3,378.2,912.9,923.9,903.9,812.7,563.7,382.7
3745,274.8,102.3,650.0,1149.5,1324.7,1284.6,1049.1,608.4,608.5,530.0,986.3,1120.5,1183.0,4.5,414.1,375.4,910.8,926.1,904.4,802.1,542.3,368.0
3746,274.7,102.5,649.7,1150.5,1323.0,1244.0,1049.4,625.8,631.0,530.0,994.8,1114.4,1144.8,4.5,412.6,373.8,900.2,930.2,915.5,840.7,595.2,405.5
3747,274.8,102.0,649.8,1149.3,1337.3,1265.6,1049.3,599.9,599.9,530.0,985.4,1140.2,1123.0,4.5,404.9,366.4,883.1,911.2,911.3,836.4,582.1,390.1
3748,274.9,102.3,649.9,1149.5,1335.3,1255.9,1050.3,615.0,617.6,530.0,995.1,1138.5,1123.7,4.5,401.1,360.1,881.7,912.1,916.7,848.0,607.1,405.0
3749,275.1,102.2,649.6,1150.6,1331.4,1271.9,1048.8,615.8,619.1,530.0,964.9,1139.7,1109.9,4.5,397.2,356.4,884.8,916.9,914.2,832.2,580.2,394.3
3750,274.8,102.9,649.9,1149.1,1325.6,1263.1,1050.5,600.0,599.4,530.0,961.2,1150.5,1105.1,4.5,409.7,372.3,891.9,918.4,917.4,837.9,568.8,379.5
3751,274.7,102.6,650.2,1150.8,1325.5,1256.5,1048.7,613.8,616.4,530.0,945.9,1142.0,1114.1,4.5,428.5,396.8,890.5,919.2,916.6,831.9,569.3,388.7
3752,274.7,102.4,650.1,1150.4,1335.2,1237.5,1049.6,599.0,599.8,530.0,954.5,1138.5,1130.3,4.7,435.5,420.4,905.7,927.1,912.4,841.9,567.1,380.5
3753,274.5,102.0,650.9,1150.8,1346.6,1234.0,1050.8,629.4,636.5,530.0,984.1,1116.9,1158.4,4.9,427.8,423.7,908.7,928.4,906.9,841.2,605.5,412.0
3754,274.7,102.1,649.0,1150.0,1352.4,1246.3,1050.3,600.2,599.7,530.0,987.0,1119.9,1170.5,5.0,431.3,426.2,904.3,927.5,900.8,823.8,558.9,378.5
3755,274.9,101.9,649.1,1151.5,1358.7,1229.0,1050.6,602.4,603.2,530.0,981.0,1109.7,1164.4,5.0,431.3,429.8,889.3,921.9,899.2,838.5,580.1,393.1
3756,274.6,102.1,650.5,1151.4,1343.9,1216.8,1050.4,656.8,657.6,530.0,983.9,1108.5,1171.7,5.0,457.4,453.4,897.0,921.7,897.2,846.9,636.8,441.9
