,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
47,268.9,94.6,550.2,1050.4,1353.4,1185.3,1051.3,742.9,705.4,121.1,958.1,1157.7,1119.4,4.0,416.1,343.5,820.0,862.1,820.8,777.2,570.8,392.0
48,272.1,95.4,549.6,1049.9,1353.5,1193.7,1056.4,752.1,744.0,99.3,959.3,1175.9,1117.1,4.2,416.2,364.6,831.7,863.7,823.2,776.6,570.0,396.1
49,272.7,95.2,549.5,1049.2,1365.0,1212.8,1060.6,732.6,707.9,96.4,983.2,1140.2,1122.8,4.4,424.3,379.9,820.9,847.2,820.3,776.3,556.8,376.2
50,272.5,95.1,550.1,1049.2,1367.1,1187.0,1043.9,739.1,671.7,100.0,972.4,1151.3,1118.1,4.6,400.6,372.2,838.0,862.8,826.6,784.9,577.3,376.8
51,272.9,95.2,549.4,1049.6,1380.3,1196.5,1040.6,780.6,664.6,101.5,981.7,1167.3,1122.1,4.9,382.8,374.7,826.5,859.4,825.2,783.0,589.1,372.4
52,273.0,95.6,574.6,1100.7,1370.6,1188.0,1046.3,763.4,660.4,95.4,992.2,1169.0,1122.6,5.0,381.0,373.4,846.4,868.2,828.5,784.5,575.9,363.0
53,267.3,94.3,557.7,1062.9,1361.5,1194.0,1058.9,713.9,646.6,84.1,976.4,1143.9,1132.7,4.3,393.4,338.1,855.7,872.9,829.3,779.1,527.4,329.3
54,272.9,96.0,549.3,1047.5,1267.8,1078.2,979.2,833.5,785.3,112.6,981.9,1139.5,1136.6,4.4,400.1,354.6,906.8,904.3,852.2,816.4,650.9,418.4
55,272.7,96.2,549.7,1050.4,1287.2,1121.7,1032.7,812.3,723.3,98.2,985.7,1168.0,1145.0,4.9,385.4,370.7,909.7,904.8,843.1,801.4,619.4,382.5
56,272.9,96.2,550.3,1051.4,1333.4,1129.2,1042.5,797.0,737.5,103.8,976.1,1186.8,1117.5,5.0,379.2,368.1,873.6,890.9,843.9,798.6,600.7,385.1
57,272.8,96.7,549.5,1048.8,1372.0,1193.4,1065.8,787.1,762.8,93.0,982.4,1186.9,1124.7,5.0,377.3,367.5,858.1,873.0,829.1,784.2,585.6,394.7
58,277.0,97.5,550.0,1052.1,1337.9,1155.3,1037.7,827.9,779.8,93.0,990.3,1194.5,1124.9,5.0,383.7,373.4,870.8,883.0,832.2,793.1,625.3,411.6
59,279.4,98.1,550.1,1050.3,1359.3,1154.6,1022.7,813.9,765.5,114.2,990.9,1200.3,1117.8,5.0,389.6,385.1,851.2,865.7,827.1,794.3,624.6,418.0
71,251.8,91.4,608.9,1121.1,1246.9,1102.9,997.0,791.0,706.3,118.0,944.7,1183.9,750.0,4.5,380.8,341.8,858.0,837.5,797.3,768.0,605.9,388.9
72,260.7,93.3,580.3,1051.3,1264.1,1137.8,1067.5,830.9,818.1,103.4,976.3,1159.8,750.0,4.8,375.0,358.0,875.3,871.9,817.3,776.9,607.3,415.9
73,269.6,95.4,590.8,1052.3,1311.4,1173.9,1026.3,812.0,801.8,119.9,968.2,1162.9,1169.5,4.9,369.0,356.4,859.3,868.1,830.4,792.0,629.7,433.6
74,272.2,95.9,600.2,1047.6,1337.9,1205.9,1078.1,793.7,785.2,98.3,970.2,1165.4,1219.1,5.0,368.0,353.1,866.9,878.0,825.3,772.6,574.7,397.2
75,278.2,97.3,634.7,1122.9,1257.4,1237.7,1079.2,846.4,830.4,99.8,972.4,1167.4,1248.4,5.0,367.6,353.3,881.9,852.3,818.1,770.5,609.0,427.8
76,283.3,98.7,602.3,1100.1,1249.7,1220.3,1066.6,846.1,829.1,102.4,945.8,1170.0,1247.3,5.0,364.1,347.2,874.4,856.8,824.4,771.5,604.1,425.0
77,289.6,100.2,599.4,1059.6,1202.1,1204.3,1099.4,821.5,811.7,103.1,925.2,1158.4,1314.2,5.0,370.0,357.5,886.9,864.7,821.6,756.3,551.1,383.3
78,289.7,101.0,628.9,1085.5,1192.4,1123.5,1095.3,877.8,830.9,124.0,938.4,1154.1,1350.3,5.0,371.9,361.0,905.2,865.2,802.2,761.5,595.2,402.5
79,289.9,100.9,632.3,1087.0,1245.3,1215.7,1099.9,823.7,818.8,110.4,955.1,1160.5,1319.8,5.0,359.4,343.4,896.8,873.7,820.6,750.9,551.9,385.5
80,289.7,100.5,570.1,1050.5,1200.2,1195.0,1094.2,875.6,829.3,111.1,946.6,1155.6,1328.9,5.0,361.6,347.2,888.8,868.7,831.5,768.7,587.9,397.4
81,293.4,101.4,575.2,1060.6,1229.6,1188.7,1098.3,856.5,828.0,112.4,951.8,1154.3,1391.4,5.0,368.2,352.0,883.7,870.8,825.2,760.7,575.3,396.1
82,293.7,102.0,601.1,1062.3,1181.2,1143.3,1046.1,850.1,789.3,131.7,978.9,1149.8,1410.3,5.0,364.7,349.6,867.0,828.8,777.4,729.0,571.1,392.2
83,293.6,101.7,678.2,1098.3,1298.8,1244.9,1088.0,850.5,818.6,128.6,960.5,1152.5,1350.0,5.0,380.8,373.0,859.5,856.4,806.3,734.4,557.0,399.9
85,300.4,103.0,680.0,1151.5,1253.0,1223.6,1000.1,827.9,803.8,124.8,965.2,993.8,1330.1,5.0,389.3,385.1,889.9,858.2,794.7,691.4,534.1,382.4
93,310.7,105.7,676.8,1150.7,1028.8,1002.9,1099.5,945.1,946.8,134.5,962.5,1140.3,1330.0,5.0,409.3,406.8,879.0,754.0,715.1,720.6,615.4,453.2
94,310.8,105.2,675.5,1148.4,1021.6,999.8,1099.8,950.6,950.2,147.6,954.9,1143.8,1362.2,5.0,395.9,393.5,863.1,745.1,720.2,734.1,638.1,471.8
95,311.0,105.3,680.2,1148.4,1167.4,1088.1,1099.5,863.0,775.3,130.2,975.2,1135.3,1369.1,5.0,394.2,390.3,852.2,784.7,725.4,715.7,556.5,375.4
96,311.0,105.1,679.4,1151.1,1222.8,1114.8,1100.1,844.6,743.4,139.0,971.2,1115.0,1345.6,5.0,384.9,377.6,876.2,834.3,757.4,730.8,557.1,372.0
97,310.7,104.9,679.3,1116.0,1309.2,1178.5,1099.7,861.9,763.4,124.8,962.1,1151.8,1315.3,5.0,402.4,402.7,851.2,846.6,776.6,737.9,570.8,381.8
103,311.3,105.2,649.7,1148.8,1296.5,1216.8,1100.3,936.7,793.4,103.1,918.6,1153.2,1238.5,5.0,392.8,390.7,906.6,902.7,818.5,749.0,605.7,388.7
104,311.5,105.6,649.3,1147.8,1292.9,1216.5,1098.3,942.3,822.7,94.2,901.3,1164.2,1203.7,5.0,395.7,391.2,908.0,901.3,819.1,749.8,611.3,399.8
105,307.2,104.1,625.4,1116.9,1334.0,1206.4,1075.7,888.0,784.5,113.8,927.0,1166.0,1146.8,5.0,405.7,404.5,882.1,886.2,826.9,773.9,620.3,412.2
110,310.8,105.1,642.1,1097.4,1171.6,1066.9,1054.8,1006.5,924.2,114.2,938.5,1173.9,1193.1,5.0,422.8,428.4,845.8,806.6,763.3,769.0,688.4,485.0
118,311.2,106.0,600.0,1101.1,1064.3,1024.0,1099.2,1030.4,963.1,127.9,956.5,1117.4,1407.8,5.0,411.9,411.1,821.7,733.1,698.6,715.9,645.2,487.1
119,310.9,106.8,640.5,1140.8,1219.8,1181.1,1092.3,921.4,867.1,131.7,951.2,1121.7,1335.7,5.0,395.8,389.0,877.6,846.2,793.6,749.8,612.1,441.2
120,283.0,99.0,650.0,1152.0,1294.4,1241.0,1050.6,870.0,819.8,122.2,928.5,1125.2,1209.6,4.6,382.8,353.2,876.8,864.0,790.4,709.7,565.6,403.2
121,276.9,98.9,650.3,1150.1,1286.4,1171.1,1053.0,793.5,743.5,135.2,891.7,1131.3,1160.3,4.6,394.0,367.8,865.7,859.6,799.1,751.7,565.1,394.9
122,289.7,101.4,649.8,1142.6,1338.1,1201.0,1100.0,847.2,790.3,117.2,940.1,1116.0,1272.6,4.9,394.5,385.4,831.6,831.9,752.9,707.4,549.1,392.4
123,300.9,103.9,635.5,1131.6,1381.0,1243.3,1099.8,850.6,781.9,120.4,955.2,1118.9,1297.9,5.0,394.9,393.8,843.6,852.9,772.9,711.3,548.0,384.9
124,303.3,104.7,650.4,1151.4,1351.1,1236.0,1099.2,872.6,810.1,115.3,964.5,1131.4,1287.6,5.0,400.2,398.8,871.9,863.7,780.8,717.1,563.9,396.5
125,302.0,104.3,650.7,1148.4,1365.0,1241.3,1100.1,899.4,807.8,118.7,963.1,1122.9,1285.4,5.0,409.3,410.4,858.6,855.9,786.0,729.6,583.8,399.1
137,311.0,106.8,650.2,1101.6,1022.5,999.8,1086.1,983.1,956.6,131.0,929.4,1136.9,1210.1,5.0,395.3,387.5,842.6,756.6,730.1,746.8,662.0,481.6
141,315.2,107.5,650.0,1077.6,1003.1,970.2,1063.8,947.2,926.1,139.4,907.4,1141.5,1181.6,5.0,406.5,402.9,842.3,767.6,752.0,774.8,686.0,484.8
142,315.3,107.4,649.2,1100.8,1004.4,915.9,1099.3,967.1,928.1,117.0,891.4,1148.2,1174.1,5.0,408.2,405.1,849.3,744.1,704.2,731.0,644.8,463.4
152,315.3,107.7,649.8,1096.2,1149.7,1079.7,999.9,893.2,886.8,114.4,925.7,1174.2,1197.0,5.0,447.6,458.8,859.4,821.6,762.0,731.7,629.5,462.5
153,315.5,107.3,650.1,1102.6,1186.5,1034.2,998.9,881.8,866.7,135.8,936.2,1172.3,1152.5,5.0,427.3,432.7,855.9,838.3,774.9,757.7,642.6,451.8
154,310.9,106.2,650.3,1103.3,1306.8,1085.5,996.8,820.0,772.0,138.1,933.6,1182.2,1104.5,4.8,446.5,441.6,840.0,883.9,833.4,796.9,637.9,435.2
155,301.2,103.8,640.4,1064.5,1155.7,1011.8,954.5,798.4,790.4,145.9,956.5,1181.1,1121.1,5.0,451.3,463.3,908.7,886.5,832.5,796.7,633.2,435.2
156,301.4,103.9,650.5,1077.2,1281.0,1103.2,1010.2,838.6,807.4,182.4,960.4,1199.9,1120.0,5.0,441.9,453.6,825.6,847.1,815.6,793.5,644.1,442.7
157,289.6,101.0,646.8,1091.8,1320.2,1070.3,982.0,775.2,760.4,138.4,961.3,1184.1,1102.7,4.5,455.0,422.8,846.3,872.1,831.5,809.1,629.5,428.9
158,285.0,100.1,600.3,1045.5,1192.5,1117.0,988.4,823.4,824.4,116.5,966.5,1159.7,1156.2,4.5,511.2,499.6,852.4,837.5,816.7,802.1,673.6,465.2
159,280.9,99.6,600.9,1050.8,1119.1,1100.5,942.3,876.0,876.8,136.4,1004.7,1153.5,1151.1,5.0,486.9,502.6,872.4,837.6,828.1,814.3,717.5,498.5
160,271.0,96.9,599.8,1048.9,1218.0,1104.7,948.5,818.6,816.6,119.8,994.4,1152.1,1119.5,4.9,446.6,455.2,854.8,862.7,833.5,808.6,664.0,455.9
163,267.0,95.7,549.3,1049.5,1267.1,1156.6,1033.7,791.5,789.4,126.3,984.8,1156.1,1197.3,5.0,503.0,523.4,855.0,851.3,819.0,785.4,611.3,426.2
164,270.8,96.9,550.3,1050.8,1255.5,1140.6,1049.8,804.9,804.7,114.6,949.9,1152.9,1238.6,5.0,518.0,536.4,878.9,870.4,823.8,781.0,596.9,413.3
165,272.8,97.6,595.9,1069.3,1260.8,1149.9,1056.5,808.5,809.9,119.8,945.9,1114.6,1285.3,5.0,479.8,490.9,871.9,868.3,823.9,780.6,593.7,410.3
166,277.5,98.7,590.8,1090.2,1320.7,1211.1,1098.9,765.6,764.4,108.4,958.2,1096.7,1250.4,5.0,439.0,444.4,870.1,875.7,817.6,750.4,539.0,380.8
167,279.9,99.3,551.2,1049.4,1293.5,1134.1,1046.5,773.1,773.1,105.1,962.6,1114.3,1166.7,5.0,447.3,452.8,877.5,885.0,836.6,788.6,579.8,392.7
168,279.0,98.9,550.2,1048.9,1311.0,1133.9,1020.0,810.4,794.6,107.8,982.9,1132.4,1144.9,5.0,450.6,462.1,861.0,881.1,838.0,803.0,634.2,438.6
169,260.1,94.3,550.1,1050.2,1339.9,1077.9,988.1,763.2,756.6,117.4,975.9,1115.5,1107.4,5.0,422.4,429.7,827.3,882.9,848.7,815.8,623.5,427.6
170,259.9,94.4,549.7,1073.6,1361.0,1101.2,998.6,699.8,669.9,117.4,963.4,1144.0,1109.3,5.0,408.6,410.0,833.0,877.0,844.8,814.8,582.6,383.3
171,260.4,94.6,550.3,1099.9,1350.9,1113.5,1007.5,709.7,647.3,110.3,987.2,1150.1,1111.3,5.0,408.2,411.0,854.9,883.6,844.5,812.1,595.7,380.2
172,260.8,94.6,551.2,1100.8,1355.1,1064.7,957.7,722.9,661.8,111.0,998.5,1171.3,1112.5,5.0,406.9,406.3,849.1,883.0,851.5,832.5,642.8,406.9
173,260.3,94.5,549.3,1098.7,1373.9,1128.4,1009.6,714.3,657.9,109.2,1011.1,1180.3,1124.0,5.0,402.2,401.4,839.9,876.9,843.1,815.0,603.4,392.1
174,255.8,94.0,548.9,1098.5,1331.3,1135.4,1014.0,786.6,663.3,98.5,1027.1,1168.0,1120.6,5.0,401.1,397.0,866.9,888.2,842.3,812.6,626.0,374.0
175,250.6,92.7,549.4,1053.0,1248.6,1148.5,985.6,691.7,679.5,137.1,992.3,1167.4,1114.8,4.6,382.1,347.5,812.7,826.1,817.4,796.1,573.1,380.4
176,232.7,87.4,549.9,1040.1,1184.9,1089.7,1013.0,675.6,674.7,137.4,937.9,1142.3,1083.1,3.7,424.0,326.0,897.6,889.7,848.5,804.5,557.5,377.4
177,252.6,93.3,550.1,1049.9,1200.6,1120.8,1013.2,722.7,720.6,150.9,989.4,1141.8,1243.6,4.8,402.6,388.7,864.1,846.1,815.8,772.3,577.8,400.4
178,269.4,96.9,550.3,1049.4,1214.3,1198.3,1096.8,721.9,723.3,126.4,987.7,1134.8,1333.3,4.9,402.1,399.7,880.8,858.3,821.8,758.5,513.8,354.1
179,269.5,96.6,550.1,1051.0,1238.8,1131.2,1041.7,718.1,719.4,151.9,958.1,1112.3,1277.5,4.6,400.9,370.1,881.2,874.7,830.4,786.6,563.2,381.5
180,270.8,97.0,549.3,1051.9,1256.9,1216.2,1089.0,728.9,728.0,120.2,954.7,1129.7,1333.0,4.6,412.3,383.2,872.9,864.4,818.0,754.6,524.1,366.4
181,279.6,98.7,550.1,1050.3,1234.0,1146.3,1049.5,769.2,769.1,138.1,939.2,1136.6,1310.4,4.6,402.1,372.1,857.6,851.9,812.1,774.5,577.1,405.1
182,283.7,99.5,548.5,1050.6,1172.4,1110.9,1055.5,820.3,819.9,153.9,955.0,1136.7,1233.3,4.9,378.6,364.0,872.5,844.3,806.2,775.0,608.4,438.4
183,284.5,100.1,548.4,1047.9,1221.8,1172.0,1069.2,792.9,792.3,145.7,948.6,1132.2,1220.1,4.9,368.9,353.9,869.0,853.6,810.1,760.7,565.4,400.7
184,282.4,99.6,534.4,1049.2,1199.9,1147.1,1061.7,819.9,798.3,123.5,952.3,1123.9,1294.5,4.9,357.2,332.6,886.2,849.3,804.5,763.2,571.0,387.3
185,284.4,100.3,538.1,987.9,1103.7,1027.0,980.3,834.2,822.2,169.1,932.7,1119.4,1309.7,5.0,358.1,342.5,945.0,894.9,824.3,797.8,629.5,439.8
186,287.6,100.6,613.5,1106.1,1166.1,1102.0,999.3,871.6,819.8,137.3,964.3,1106.8,1314.6,5.0,371.1,357.2,855.1,784.5,730.7,708.6,587.3,416.9
187,290.9,101.4,671.2,1149.4,1129.8,1053.3,950.4,845.2,795.9,138.4,963.2,1100.1,1346.1,5.0,366.9,353.7,870.1,771.1,701.5,668.5,541.2,381.4
188,291.3,101.6,666.1,1159.9,1135.0,1054.1,948.9,879.5,830.0,127.1,977.4,1102.6,1377.8,5.0,363.2,347.1,892.1,791.3,729.6,696.9,587.9,410.9
189,291.0,101.6,668.0,1198.5,1120.3,1053.2,950.8,872.6,822.8,122.6,975.7,1106.1,1309.7,5.0,358.1,339.4,927.4,803.0,728.1,686.4,569.2,406.3
190,290.7,101.2,671.5,1154.6,1109.3,1051.1,950.5,816.5,765.6,127.5,962.1,1111.7,1271.6,5.0,366.9,352.7,908.2,804.2,741.3,706.0,566.6,373.6
191,286.7,100.5,674.6,1151.2,1084.6,1044.3,948.7,875.8,825.9,131.3,963.6,1123.3,1158.6,5.0,367.2,355.3,932.5,839.8,779.4,737.9,614.4,410.6
192,280.8,99.2,683.7,1149.6,1036.0,1008.5,949.7,885.8,838.0,136.8,964.3,1120.4,1097.0,5.0,366.9,353.3,899.0,792.3,750.1,745.2,645.6,436.4
193,280.4,99.0,689.3,1151.5,1040.6,1000.7,950.5,875.1,823.2,144.6,968.9,1140.4,1128.1,5.0,364.7,349.6,878.5,774.0,728.7,722.2,620.9,429.6
194,280.4,98.7,692.9,1150.9,1069.6,1050.1,949.4,878.7,828.8,123.6,979.9,1159.8,1211.8,5.0,362.7,346.0,891.1,791.3,738.1,702.5,590.8,401.6
195,280.4,98.4,688.9,1150.8,1014.7,980.2,949.8,886.1,835.7,115.6,977.9,1127.4,1212.9,5.0,355.1,337.8,895.8,756.9,694.8,676.7,580.0,400.0
196,287.6,99.7,682.6,1150.5,1021.1,1023.5,948.6,878.3,828.2,114.4,980.8,1130.5,1234.8,5.0,362.5,344.8,906.3,777.2,726.4,696.4,588.2,397.0
197,288.8,100.5,696.0,1150.7,884.2,883.7,950.6,900.1,851.0,137.3,968.3,1151.5,1180.3,5.0,357.8,338.0,869.5,700.4,668.0,678.9,607.1,422.2
201,279.9,98.8,700.2,1152.3,1280.0,1198.4,949.8,745.2,745.1,116.1,958.3,0.0,1143.5,5.0,384.7,376.1,880.3,869.0,804.0,710.3,542.8,384.3
202,279.8,99.0,698.7,1151.1,1173.4,1122.3,949.2,772.0,773.0,118.0,980.9,623.3,1141.9,5.0,386.4,378.3,894.0,837.0,771.8,696.3,542.5,382.8
203,280.0,98.8,690.9,1149.7,1100.3,1099.4,950.1,770.7,771.6,139.2,971.1,1177.6,1232.7,5.0,385.8,380.3,883.8,802.3,757.5,692.2,537.0,379.6
204,283.2,99.4,685.9,1149.3,1099.1,1100.8,950.2,802.5,803.4,133.9,975.8,1171.6,1305.5,5.0,390.7,387.1,855.1,761.0,716.5,658.5,530.1,386.2
205,284.4,99.9,677.4,1149.3,1047.7,1038.6,950.2,868.0,870.2,130.0,959.4,1168.7,1298.0,5.0,376.5,364.7,864.8,747.0,696.2,658.9,555.5,412.6
206,283.4,99.2,680.4,1149.3,1000.4,1000.4,950.5,842.2,843.2,148.1,961.9,1169.3,1303.2,5.0,363.5,349.1,856.2,721.3,678.7,658.9,542.2,397.9
208,279.4,98.1,689.9,1150.0,1000.5,1000.5,950.3,842.9,824.8,73.4,958.2,1175.5,1175.2,5.0,366.7,350.6,858.1,743.4,716.3,708.8,593.7,423.8
209,279.4,98.2,670.9,1151.8,999.6,1000.9,949.9,917.2,872.1,67.1,951.0,1152.2,1190.0,5.0,363.5,349.8,896.2,760.6,729.3,727.4,634.0,440.4
210,279.7,98.0,674.9,1146.4,1000.1,998.1,949.9,859.0,825.2,79.0,956.8,1144.9,1201.6,5.0,373.7,362.5,917.1,774.7,737.0,718.7,605.8,408.3
211,279.4,97.6,684.5,1152.9,997.2,1000.6,952.2,859.4,831.1,71.5,973.0,1143.8,1140.0,5.0,374.9,363.9,878.6,778.8,770.6,763.6,668.5,452.8
212,279.4,97.7,689.0,1149.6,999.6,1001.0,950.4,862.8,831.0,123.4,958.8,1159.2,1158.5,5.0,380.1,370.3,898.8,772.8,747.3,730.5,626.8,430.7
213,279.2,97.7,698.3,1151.1,1174.6,1098.4,949.3,852.7,813.3,126.7,959.0,1162.4,1168.4,5.0,383.6,377.8,918.1,856.9,789.9,723.0,592.6,397.9
214,279.0,97.6,700.1,1149.0,1191.6,1083.8,949.7,868.2,818.9,113.8,956.6,1159.1,1191.1,5.0,379.1,371.1,882.5,825.7,751.6,704.6,601.0,408.6
215,279.3,97.9,699.9,1150.8,1116.5,1041.0,948.8,866.0,818.2,107.6,953.9,1165.0,1160.3,5.0,385.1,375.2,898.1,821.1,757.9,714.6,591.6,399.4
216,279.3,97.5,698.5,1151.4,1125.0,1040.8,950.1,842.0,790.4,121.1,954.3,1159.7,1150.0,5.0,375.9,365.2,871.8,796.3,740.5,709.9,598.3,407.4
217,279.6,97.2,700.8,1149.0,1166.8,1182.6,949.9,854.3,804.4,109.0,962.6,1164.8,1137.3,5.0,381.4,373.8,862.8,817.3,800.2,736.1,610.7,414.4
218,280.1,97.3,698.4,1148.4,1137.2,1195.5,949.9,861.4,811.0,100.2,962.2,1173.1,1117.1,5.0,375.8,365.6,866.9,804.9,788.0,726.2,612.4,421.5
219,279.4,97.4,698.3,1148.0,1160.9,1222.0,950.8,848.6,798.4,96.6,964.9,1170.2,1143.3,5.0,381.4,375.2,856.5,798.1,783.0,719.4,596.0,406.3
220,279.6,97.6,699.8,1149.1,1012.8,988.6,949.9,871.0,820.1,126.2,970.1,1164.6,1127.4,5.0,369.7,357.3,863.9,771.7,751.4,751.4,656.4,448.6
221,278.9,97.5,699.5,1150.1,1077.7,1068.5,950.0,819.2,768.6,133.3,944.6,1158.3,1147.7,5.0,377.3,368.5,859.9,771.0,747.0,717.2,590.1,399.6
222,279.9,98.5,699.9,1150.9,1041.1,1069.5,948.9,847.1,798.4,121.7,951.2,1169.1,1175.3,5.0,385.5,376.7,877.2,774.3,747.9,716.2,603.1,407.0
223,279.9,98.2,700.5,1151.1,1041.0,1041.0,949.6,840.9,789.6,118.0,955.9,1154.3,1118.8,5.0,379.4,371.8,876.9,770.3,733.8,703.9,591.4,395.7
224,280.1,98.4,699.6,1148.9,1039.8,1068.6,950.7,848.8,798.6,112.3,953.3,1156.8,1138.4,5.0,381.8,374.9,882.3,770.8,735.8,696.4,577.6,393.0
225,280.1,98.6,690.7,1150.7,999.0,966.1,950.4,873.3,823.9,125.7,961.8,1139.7,974.7,5.0,382.1,374.0,893.4,760.3,705.7,695.1,598.7,407.7
226,280.2,98.5,692.8,1150.3,997.9,971.3,950.2,875.1,826.0,130.8,952.2,1144.7,1087.1,5.0,382.1,374.3,896.7,761.8,711.1,701.1,593.9,401.4
227,279.7,98.3,694.8,1150.0,999.8,965.0,949.9,877.7,827.0,122.0,955.0,1151.2,1172.8,5.0,388.0,381.5,886.0,757.1,701.5,697.2,602.8,413.6
228,271.3,96.8,692.7,1152.5,1038.9,1011.3,943.4,846.8,796.2,136.7,948.9,1163.2,1122.9,5.0,398.8,396.5,874.7,808.1,776.8,764.6,640.7,425.9
229,269.1,96.4,699.6,1150.3,1164.2,1154.6,941.5,833.2,783.7,140.6,958.9,1146.7,1128.6,5.0,401.1,398.6,850.2,822.1,805.9,755.2,628.8,439.7
230,268.0,96.2,699.3,1147.8,1223.0,1172.2,948.2,822.4,772.0,135.1,947.5,1143.5,1156.0,5.0,401.9,401.5,853.4,822.6,788.2,743.3,623.2,435.7
231,273.4,98.0,686.0,1099.8,1023.8,999.5,948.8,868.7,830.2,129.8,960.6,1139.6,1156.7,5.0,388.6,380.7,869.7,777.9,752.4,742.5,628.1,419.8
232,264.6,95.7,690.4,1139.9,1123.4,1117.8,950.6,833.2,797.1,136.6,983.2,1120.1,1244.9,5.0,390.9,385.2,836.3,765.0,733.2,698.3,582.9,414.2
233,264.8,95.8,697.5,1123.6,1157.9,1125.3,951.1,819.7,811.6,124.5,988.4,1110.9,1314.8,5.0,362.7,347.7,792.8,721.2,676.2,621.0,522.0,396.2
234,265.1,96.5,698.7,1099.2,1169.7,1128.3,948.5,813.1,813.4,106.1,957.1,1099.9,1240.6,5.0,339.6,314.3,811.0,761.2,696.6,637.7,540.9,409.9
235,265.1,96.5,698.4,1099.2,1276.9,1225.4,949.7,702.5,702.1,98.4,967.3,1111.6,1225.4,5.0,336.0,310.0,867.7,864.7,804.0,675.5,475.6,336.8
236,264.9,96.4,699.5,1149.3,1190.0,1140.7,949.7,705.5,705.7,104.6,959.3,1095.0,1179.7,5.0,332.3,303.3,891.2,847.3,791.3,701.2,502.4,348.5
237,265.0,96.2,698.9,1150.4,1177.0,1092.1,948.8,707.7,707.9,100.7,951.0,1099.1,1141.6,4.9,348.8,323.7,899.2,862.6,810.3,745.0,538.8,370.3
238,264.8,96.1,699.7,1150.3,1269.5,1206.6,942.8,677.4,676.3,128.6,959.9,1099.5,1169.4,4.9,349.8,322.8,832.0,810.5,776.5,717.5,548.9,395.4
239,264.7,96.1,695.0,1149.9,1214.3,1128.2,949.1,699.0,700.2,110.3,952.9,1111.5,1169.7,4.9,336.8,309.1,852.6,799.1,738.5,680.8,505.1,368.8
240,265.1,96.1,701.3,1150.8,1280.4,1163.9,945.3,669.7,668.5,108.6,938.6,1104.5,1103.2,5.0,338.2,312.6,838.8,842.2,816.2,757.2,564.3,397.4
241,264.7,96.1,700.1,1150.9,1334.5,1191.6,951.4,654.4,655.0,123.2,933.9,1095.5,1107.4,5.0,347.0,325.1,861.8,872.2,831.8,761.6,560.8,396.9
242,265.0,96.2,699.0,1148.3,1221.7,1169.5,949.9,697.7,697.7,102.8,931.8,1105.3,1127.5,5.0,348.5,329.3,861.2,836.0,792.9,708.5,527.8,374.5
243,264.5,95.8,699.0,1149.8,1183.3,1107.5,948.8,713.3,713.7,106.9,942.6,1104.2,1143.8,5.0,357.7,340.7,869.3,822.6,772.7,705.9,525.6,369.5
244,264.9,95.8,699.9,1150.6,1220.6,1128.5,951.6,698.7,697.8,117.5,943.7,1104.6,1175.0,5.0,362.8,347.1,830.8,789.3,734.6,687.6,518.7,376.3
245,265.2,95.9,699.3,1149.9,1235.8,1139.6,948.9,690.1,690.5,94.7,952.3,1108.6,1158.4,5.0,362.7,345.8,877.4,838.8,764.6,686.9,491.6,346.0
246,265.1,96.5,700.1,1149.9,1282.0,1226.0,950.4,667.7,666.7,115.7,936.3,1097.1,1154.6,5.0,364.3,349.5,845.5,835.2,790.5,695.1,499.3,362.2
247,265.0,96.3,699.9,1149.2,1295.1,1230.2,949.9,662.1,662.6,100.3,931.6,1097.5,1168.3,5.0,368.2,350.7,845.7,831.6,778.1,668.3,462.5,333.7
248,264.7,96.2,698.0,1149.7,1261.4,1175.7,950.1,686.2,684.8,100.3,952.1,1105.8,1224.9,5.0,363.7,349.8,846.4,802.8,720.7,630.8,452.0,337.0
249,264.6,95.9,680.3,1144.2,1309.1,1261.7,949.1,657.3,653.7,95.1,946.7,1101.7,1242.7,5.0,368.0,354.1,836.7,833.5,775.9,652.3,436.0,313.4
250,264.8,95.6,669.3,1151.0,1186.9,1192.7,950.0,701.7,675.7,97.7,982.3,1101.1,1326.4,5.0,363.4,347.7,857.5,792.5,740.6,652.1,466.5,334.2
251,264.5,96.0,674.8,1150.1,1188.0,1149.9,950.3,696.0,672.7,113.2,949.6,1091.4,1226.2,5.0,362.3,346.3,868.5,815.6,756.1,677.5,481.8,343.2
252,264.4,95.7,669.9,1149.1,1186.9,1114.7,949.6,680.6,665.5,104.7,956.5,1100.2,1257.0,5.0,358.2,343.4,879.4,817.1,746.9,677.3,465.2,322.5
253,264.6,95.6,671.7,1149.7,1167.6,1115.6,950.7,697.0,674.2,105.4,946.1,1104.3,1237.4,5.0,361.7,344.2,882.6,812.7,747.5,678.3,480.0,333.7
254,264.8,95.7,672.7,1150.4,1158.7,1161.1,951.2,695.9,673.6,112.7,975.3,1123.7,1261.6,5.0,367.9,353.7,863.4,794.7,753.2,682.0,484.7,336.1
