,Unnamed: 0,TAG,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
0,0,TAG DES,Kiln Feed,Kiln Feed BE KW,COOLER FAN-1 FOLW,COOLER FAN-2 FOLW,COOLER FAN-3 FOLW,COOLER FAN-4 FOLW,COOLER FAN-5 FOLW,COOLER FAN-6 FOLW,COOLER FAN-7 FOLW,CLINKER TEMP,TERITIARY AIR TEMP,Kiln I/L Temp,BURNING ZONE TEMP,Kiln rpm,Kiln current,kiln M.DRIVE POWER,COOLER FAN-2 PRESSURE,COOLER FAN-3 PRESSURE,COOLER FAN-4 PRESSURE,COOLER FAN-5 PRESSURE,COOLER FAN-6 PRESSURE,COOLER FAN-7 PRESSURE
1,1,UNIT,TPH,Kw,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,°C,°C,°C,°C,rpm,A,Kw,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc
555,575,22-10-2019 12:00,252.2,95.6,599.1,1098.6,1376.7,1225.6,999.6,622.3,621.3,103.0,990.1,1119.0,750.0,3.9,382.4,297.0,890.9,892.8,855.2,748.9,544.1,371.4
556,578,22-10-2019 13:00,262.9,98.0,600.1,1099.4,1371.7,1223.1,1000.9,602.5,600.7,115.0,1001.4,1099.9,750.0,3.9,382.5,296.0,897.6,898.1,853.4,739.4,523.4,354.6
557,579,22-10-2019 14:00,268.4,99.1,599.7,1110.0,1377.2,1233.1,995.7,611.9,611.8,115.0,1032.9,1098.7,750.0,3.9,379.4,293.1,891.3,885.6,848.1,742.4,538.5,370.5
558,580,22-10-2019 15:00,271.3,99.6,601.4,1151.7,1368.4,1270.0,1001.2,608.8,609.0,97.8,880.5,1101.9,750.0,3.9,394.2,309.7,903.4,891.3,839.9,699.5,490.8,337.7
559,581,25-10-2019 17:00,205.3,82.6,650.2,1098.9,1393.8,1249.0,1097.1,711.1,711.4,93.4,1024.2,988.2,1261.7,3.7,366.8,266.0,872.5,878.5,849.3,785.0,602.5,418.0
560,582,26-10-2019 16:00,295.4,104.9,650.1,1149.0,1377.5,1251.8,1100.0,690.9,690.5,110.4,1021.1,604.9,1275.6,3.9,393.5,307.8,907.5,901.2,853.0,777.3,580.9,405.7
561,742,29-10-2019 02:00,295.3,106.0,650.4,1149.3,1399.6,1213.6,1052.6,600.0,649.8,60.9,986.9,1167.3,752.8,3.9,464.7,381.5,795.9,858.8,878.2,856.4,621.5,441.2
562,743,29-10-2019 03:00,262.7,98.3,626.6,1113.3,1375.2,1297.1,1087.4,600.1,635.4,51.1,950.8,1181.0,755.7,3.4,482.4,348.8,657.8,789.0,835.2,808.8,577.1,410.6
563,744,29-10-2019 04:00,230.8,89.8,571.8,1034.3,1267.0,1226.2,1019.6,576.2,569.1,49.3,998.4,1173.6,758.6,2.9,547.0,360.9,776.3,861.4,868.1,826.1,607.9,406.7
564,745,29-10-2019 05:00,221.2,87.1,626.4,1112.8,1274.8,1226.0,1053.9,654.7,600.4,51.2,1046.8,1070.8,757.5,3.3,543.0,397.5,734.2,825.0,872.7,822.8,591.6,383.1
565,746,29-10-2019 06:00,201.1,81.3,536.5,986.8,1137.6,1137.7,951.1,623.9,600.6,57.2,1010.3,797.3,750.0,3.2,554.3,396.9,658.0,727.4,763.9,739.3,568.7,373.7
566,747,29-10-2019 07:00,188.0,78.0,458.1,874.4,1028.7,1069.9,948.2,546.9,547.9,54.3,967.6,651.1,750.0,2.6,589.6,352.4,766.0,790.9,778.3,730.6,523.6,339.2
567,748,29-10-2019 19:00,186.3,78.3,604.0,991.6,980.6,973.0,884.5,645.9,620.3,51.2,867.8,957.2,750.0,3.1,377.5,238.5,906.1,809.8,740.4,678.9,550.6,385.7
568,749,11-01-2019 11:00,165.0,72.4,650.4,1147.8,1381.0,1205.2,1049.7,608.0,607.8,85.1,948.6,1086.2,1095.1,3.0,477.5,312.0,866.9,884.0,860.6,790.5,555.1,376.3
569,754,11-02-2019 00:00,173.8,77.8,650.1,1053.8,1212.2,1183.4,923.5,627.6,626.0,113.1,955.0,1013.0,1378.2,2.5,381.0,203.9,750.4,703.1,663.8,569.5,439.4,344.7
570,755,11-03-2019 10:00,182.6,76.8,649.4,1098.4,1402.7,1247.7,1072.7,617.0,613.4,80.7,935.8,1077.5,1095.0,2.9,467.9,289.3,853.2,884.0,867.8,793.8,554.5,383.2
571,756,11-03-2019 17:00,207.8,83.5,550.1,1094.0,1334.7,1109.7,971.1,582.5,583.7,83.8,960.4,1117.5,982.5,2.7,458.4,266.4,842.7,910.0,883.1,826.5,590.2,385.8
572,757,11-03-2019 18:00,200.7,81.1,547.7,1107.8,1355.7,1090.6,962.8,553.9,551.4,74.7,1009.9,1092.8,1033.0,2.6,490.4,281.2,834.6,914.3,885.2,829.2,594.3,387.8
573,758,11-03-2019 19:00,200.8,81.0,601.9,1128.4,1274.2,1101.7,994.1,600.7,600.8,118.4,976.8,1094.9,991.6,2.6,468.7,273.5,908.3,937.7,881.6,770.1,523.8,353.2
574,759,11-03-2019 20:00,200.9,81.2,600.0,1149.8,1388.4,1247.7,999.2,598.5,600.0,90.9,1021.8,1083.3,1059.4,2.7,481.3,288.1,880.7,892.3,870.4,755.8,533.9,366.4
575,760,11-03-2019 21:00,200.9,80.9,600.3,1150.8,1365.5,1146.5,1000.0,600.1,599.6,85.0,1002.5,1084.9,1090.6,2.8,496.3,312.1,903.9,912.1,888.2,813.1,571.5,363.5
576,761,11-03-2019 22:00,200.8,81.0,600.8,1149.7,1390.0,1191.4,999.9,599.9,599.5,73.6,990.5,1101.0,1097.2,3.0,507.8,340.9,873.3,890.0,882.9,810.2,596.9,395.9
577,762,11-03-2019 23:00,200.9,80.4,600.4,1149.5,1392.0,1242.1,1001.6,611.4,608.9,67.0,1013.9,1098.5,1118.4,3.1,517.9,359.0,873.9,886.9,867.8,765.3,556.9,389.7
578,763,11-04-2019 00:00,201.8,80.8,599.0,1150.2,1366.7,1229.6,1000.5,628.5,628.1,71.8,1046.4,1106.9,1180.9,3.6,475.3,371.0,906.5,910.0,871.9,750.1,547.3,380.1
579,764,11-04-2019 01:00,210.1,83.1,600.6,1152.6,1395.2,1328.6,999.9,600.1,599.4,76.9,1029.6,1098.1,1217.9,3.9,445.4,363.6,862.8,876.1,850.2,695.7,491.5,345.9
580,765,11-05-2019 01:00,161.6,70.9,599.9,1054.1,1235.6,1265.0,900.4,601.2,549.3,59.8,769.6,1005.4,1026.4,2.9,421.1,261.8,739.9,772.9,807.1,699.8,524.5,350.1
581,766,11-05-2019 10:00,213.2,84.1,650.9,1102.5,1360.6,1168.7,1080.6,603.9,609.2,85.8,956.4,1055.9,1103.9,4.0,363.6,282.5,892.5,918.2,883.2,834.3,561.6,369.6
582,767,11-05-2019 11:00,212.5,83.1,603.7,1050.2,1384.8,1192.9,1064.4,602.3,599.7,79.6,865.5,1013.7,1166.0,3.0,388.9,242.8,846.3,899.9,876.2,815.0,549.4,369.2
583,768,11-08-2019 16:00,188.3,80.2,649.8,1100.0,1299.1,1166.1,1089.3,601.7,600.1,117.3,991.0,989.7,1362.0,4.1,346.7,269.2,935.2,921.0,867.1,799.2,521.3,335.3
584,769,11-08-2019 20:00,157.0,70.3,613.1,1082.0,1071.0,1070.1,907.6,603.1,604.9,53.8,573.4,857.0,1359.6,2.5,319.8,156.9,600.1,576.3,583.3,552.5,428.2,326.7
585,770,11-09-2019 17:00,281.2,101.8,624.4,1100.3,1389.0,1197.5,1099.9,600.1,600.1,52.7,1043.7,581.4,1203.2,5.0,401.0,397.4,888.1,896.5,864.4,803.5,543.3,350.7
586,771,11-09-2019 18:00,281.4,102.0,650.7,1100.0,1308.3,1177.7,1085.5,654.7,656.4,52.0,1028.4,54.2,1192.7,5.0,399.5,395.7,902.6,900.7,871.6,824.1,600.2,398.4
587,772,16-11-2019 02:00,285.3,101.9,649.8,1148.3,1341.8,1271.4,966.6,636.1,577.4,47.5,1018.3,1099.6,1187.2,3.4,569.2,434.4,929.5,922.1,876.3,726.3,518.1,323.8
588,773,18-11-2019 14:00,164.6,70.5,549.6,854.8,962.7,940.0,852.1,591.0,587.8,72.6,889.5,998.8,1140.8,1.2,465.5,144.7,621.7,599.3,586.8,564.0,429.5,298.8
589,774,18-11-2019 15:00,186.5,77.4,590.0,976.8,1104.0,1105.2,867.3,558.6,561.7,69.2,733.6,959.8,1103.1,2.1,390.4,176.5,699.2,710.2,713.2,616.4,416.9,287.9
590,775,20-11-2019 19:00,259.0,97.6,551.6,901.3,801.0,849.9,698.8,497.8,499.4,58.0,416.7,605.5,0.0,0.6,140.2,27.2,371.5,413.6,445.5,433.9,326.2,264.7
591,776,20-11-2019 20:00,301.1,106.5,550.2,899.7,800.3,850.1,700.0,499.6,499.6,52.9,436.7,504.5,0.0,0.0,0.6,2.1,334.3,373.3,433.5,453.0,380.5,288.3
592,777,20-11-2019 21:00,301.1,106.0,550.0,900.0,800.0,850.1,700.0,499.8,499.9,50.4,333.9,377.8,0.0,0.0,0.6,2.1,329.4,366.1,424.6,452.3,388.0,300.7
593,778,20-11-2019 22:00,301.1,105.8,549.9,899.7,800.2,850.0,700.3,500.2,499.9,48.6,291.4,307.6,0.0,0.1,0.6,2.1,335.4,369.1,422.1,452.7,386.3,301.4
594,779,20-11-2019 23:00,300.9,105.9,550.5,900.5,800.1,846.8,697.6,499.0,497.2,47.5,267.0,276.8,0.0,0.1,0.6,2.1,349.8,379.5,423.0,449.5,376.2,291.4
595,780,21-11-2019 00:00,301.2,105.3,549.8,900.5,800.5,252.1,169.4,277.2,6.5,47.2,237.4,247.2,0.0,0.1,0.6,2.1,311.1,296.4,5.1,37.1,-9.3,12.4
596,781,21-11-2019 01:00,301.1,105.2,550.0,900.0,799.8,256.8,170.0,277.8,2.8,46.7,208.8,224.6,0.0,0.1,0.6,2.2,319.2,303.5,5.6,36.8,-9.7,12.1
597,782,21-11-2019 02:00,301.0,105.8,550.6,899.9,799.6,257.0,171.0,278.7,14.9,46.2,188.8,204.6,0.0,0.0,0.6,2.1,323.9,306.1,6.1,36.8,-9.8,12.0
598,783,21-11-2019 03:00,301.1,105.8,549.9,900.0,799.8,258.7,170.6,278.3,6.6,45.7,166.9,179.2,0.0,0.0,0.6,2.1,325.0,306.9,6.1,37.9,-9.7,11.9
599,784,21-11-2019 04:00,301.1,105.8,549.9,900.4,799.8,258.9,170.6,277.2,10.1,45.1,154.9,150.6,0.0,0.0,0.6,2.1,324.5,302.4,6.4,38.1,-9.9,11.7
600,785,21-11-2019 05:00,301.0,105.7,298.9,444.1,478.6,256.3,167.9,277.0,7.6,44.7,112.1,91.9,0.0,0.0,0.6,2.1,128.3,115.4,4.7,38.9,-9.6,12.3
601,786,21-11-2019 06:00,301.2,106.2,125.1,156.6,297.0,254.2,167.2,274.3,0.0,44.5,76.9,54.5,0.0,0.0,0.6,2.1,10.4,15.0,3.3,38.9,-9.5,12.7
602,787,21-11-2019 07:00,301.2,106.6,121.3,156.7,296.2,254.1,166.2,276.8,0.0,44.2,69.2,45.5,0.0,0.0,0.6,2.1,10.4,14.8,3.3,39.0,-9.6,12.5
603,788,21-11-2019 08:00,301.2,106.2,118.7,156.7,297.5,257.1,167.6,280.0,0.0,44.6,63.1,43.1,0.0,0.0,0.6,2.1,10.4,15.0,3.4,39.1,-9.6,12.6
604,789,21-11-2019 09:00,301.2,106.0,123.7,156.1,301.2,256.7,166.5,285.9,1.5,45.9,59.3,46.1,0.0,0.0,0.6,2.1,11.2,15.2,3.4,39.0,-9.2,13.0
605,790,21-11-2019 10:00,300.8,105.7,116.6,156.1,305.1,255.7,163.3,288.9,0.0,47.2,56.7,45.6,0.0,0.0,0.6,2.1,11.6,15.4,3.5,38.4,-8.8,13.3
606,791,21-11-2019 11:00,300.8,105.7,114.7,156.6,309.3,257.5,161.3,292.4,0.0,48.6,53.4,46.9,0.0,0.0,0.6,2.1,12.1,15.5,3.5,37.5,-8.4,13.6
607,792,21-11-2019 12:00,301.0,105.6,113.9,158.9,311.6,255.9,159.2,292.2,0.0,49.9,50.2,52.3,0.0,0.0,0.6,2.1,12.7,15.4,3.5,36.7,-7.9,14.0
608,793,21-11-2019 13:00,300.9,105.6,112.5,156.4,312.7,253.0,156.5,290.6,0.0,51.0,50.2,53.1,0.0,0.0,0.6,2.1,12.7,15.6,3.5,35.3,-7.6,14.2
609,794,21-11-2019 14:00,227.4,86.9,113.9,158.6,313.9,250.6,154.5,286.2,0.0,51.8,49.6,49.3,0.0,0.0,0.6,2.1,12.8,15.6,3.6,35.5,-7.2,14.8
610,795,30-11-2019 11:00,156.0,78.7,112.0,148.8,292.3,252.6,163.1,279.4,1.6,44.0,46.2,26.9,0.0,0.0,0.0,0.0,11.8,15.9,3.8,39.7,-8.9,14.2
611,796,30-11-2019 12:00,280.5,106.8,109.7,148.6,293.1,252.7,162.9,281.3,0.0,44.5,36.9,27.2,0.0,0.0,0.0,0.0,11.6,16.0,3.8,39.9,-8.8,14.4
612,797,30-11-2019 13:00,220.5,84.1,109.7,149.2,293.8,252.8,161.6,281.1,0.0,45.1,43.5,27.9,0.0,0.0,0.0,0.0,11.4,16.1,3.9,39.6,-8.7,14.4
613,798,30-11-2019 18:00,219.3,87.9,109.9,149.9,292.6,249.0,160.5,273.6,0.0,45.9,29.1,26.4,0.0,0.0,0.0,0.0,12.3,16.0,4.0,38.1,-8.3,14.4
614,799,30-11-2019 19:00,251.2,97.3,112.3,149.4,291.6,249.4,161.9,273.8,0.0,45.3,27.2,25.7,0.0,0.0,0.0,0.0,11.7,16.0,4.0,38.0,-8.7,14.3
615,800,30-11-2019 20:00,251.5,96.9,109.1,149.4,290.5,250.0,161.5,274.1,0.0,44.8,26.7,25.2,0.0,0.0,0.0,0.0,11.4,16.0,4.0,38.7,-8.7,14.4
616,801,30-11-2019 21:00,251.4,96.1,105.2,149.4,290.2,250.7,161.5,276.1,0.0,44.6,31.4,25.4,0.0,0.0,0.0,0.0,11.3,15.9,3.9,39.6,-8.8,14.4
617,802,30-11-2019 22:00,251.4,96.2,104.6,148.9,291.6,251.3,162.3,277.2,0.0,44.7,28.6,25.5,0.0,0.0,0.0,0.0,11.3,16.0,3.9,39.8,-8.8,14.5
618,803,30-11-2019 23:00,251.6,96.0,106.0,149.3,291.3,251.4,161.5,278.1,0.0,44.7,27.8,25.7,0.0,0.0,0.0,0.0,11.3,16.0,4.0,39.4,-8.7,14.5
619,804,12-01-2019 00:00,251.5,96.0,106.1,149.2,290.9,251.6,161.7,277.1,0.0,44.7,27.5,25.7,0.0,0.0,0.0,0.0,11.3,16.0,4.0,39.0,-8.7,14.5
620,805,12-01-2019 01:00,251.6,96.0,106.0,149.3,291.0,251.5,161.6,277.8,0.0,44.7,27.3,25.6,0.0,0.0,0.0,0.0,11.3,16.0,4.0,39.1,-8.7,14.5
621,806,12-01-2019 02:00,251.3,95.9,108.3,149.2,291.0,250.9,162.5,275.7,0.0,44.6,27.7,25.6,662.5,0.0,0.0,0.0,11.2,16.0,3.9,39.2,-8.7,14.5
622,807,12-01-2019 03:00,251.3,95.8,105.2,149.2,291.1,252.3,162.7,273.7,0.0,44.4,27.3,25.3,750.0,0.0,0.0,0.0,11.3,15.9,3.9,39.5,-8.9,14.5
623,808,12-01-2019 04:00,251.5,95.7,106.1,149.4,290.6,251.3,162.8,276.6,0.0,44.2,49.4,42.6,755.1,0.0,0.0,0.0,11.4,15.9,3.8,39.2,-8.8,14.4
624,809,12-01-2019 05:00,251.3,95.8,107.2,149.5,290.9,250.9,164.2,274.8,0.0,43.9,141.5,96.4,750.0,0.0,0.0,0.0,11.7,15.8,3.8,39.4,-8.9,14.1
625,810,12-01-2019 06:00,251.3,96.1,110.2,149.1,291.6,252.2,165.8,274.4,0.0,44.0,147.3,104.3,750.0,0.0,0.0,0.0,11.9,15.8,3.8,39.6,-9.0,14.1
626,811,12-01-2019 07:00,251.5,96.7,108.7,149.0,292.0,253.4,165.3,274.0,0.0,44.1,150.1,89.2,750.0,0.0,0.0,0.0,11.7,15.9,3.7,39.5,-9.1,14.3
627,812,12-01-2019 08:00,251.2,96.3,106.9,149.6,291.7,253.4,164.1,277.3,0.0,44.4,152.7,103.2,750.0,0.0,0.0,0.0,11.5,16.0,3.8,39.4,-9.0,14.3
628,813,12-01-2019 09:00,251.2,96.1,107.6,149.8,292.3,253.0,162.8,280.3,0.0,45.1,167.9,112.6,750.0,0.0,0.0,0.0,11.4,16.1,3.9,39.4,-8.8,14.4
629,814,12-01-2019 10:00,251.5,96.2,110.1,150.0,293.6,253.9,163.4,281.8,0.0,46.0,144.3,110.1,750.0,0.0,0.0,0.0,12.0,16.1,4.0,39.2,-8.6,14.6
630,815,12-01-2019 11:00,251.4,95.7,108.0,150.3,295.7,253.5,162.0,282.4,0.0,46.8,232.8,143.3,750.0,0.0,0.0,0.0,12.5,16.2,4.0,38.8,-8.5,14.7
631,816,12-01-2019 12:00,251.4,95.6,109.6,150.4,298.7,253.3,161.0,283.6,0.0,47.5,270.4,179.5,750.0,0.0,0.0,0.0,12.3,16.3,3.9,38.8,-8.3,14.9
632,817,12-01-2019 13:00,251.2,95.5,108.8,150.7,300.3,252.7,159.4,282.8,0.0,48.4,277.3,182.4,750.0,0.0,0.0,0.0,12.5,16.2,4.0,38.1,-8.1,14.9
633,818,12-01-2019 14:00,251.3,95.5,106.5,151.3,301.2,251.1,157.5,282.2,0.0,49.0,281.3,177.4,750.0,0.0,0.0,0.0,12.9,16.3,4.0,37.5,-7.9,15.0
634,819,12-01-2019 15:00,251.2,95.6,106.2,151.2,302.6,249.9,157.9,281.3,0.0,49.4,304.2,177.8,750.0,0.0,0.0,0.0,13.3,16.3,4.0,37.3,-7.8,15.1
635,820,12-01-2019 16:00,251.5,95.4,106.5,151.2,301.3,248.3,158.5,279.2,0.0,49.2,326.7,181.8,750.0,0.0,0.0,0.0,13.3,16.3,4.1,37.2,-7.9,15.1
636,821,12-01-2019 17:00,251.2,95.7,109.4,151.4,300.6,247.2,159.1,274.2,0.0,48.4,319.0,190.9,750.0,0.0,0.0,0.0,13.0,16.1,4.1,37.0,-7.9,14.9
637,822,12-01-2019 18:00,251.4,96.6,111.3,151.2,296.7,247.9,159.1,271.3,0.0,47.3,245.1,166.6,753.1,0.0,0.0,0.0,12.3,16.0,4.0,36.8,-8.0,14.5
638,823,12-01-2019 19:00,251.1,96.2,109.0,150.7,294.9,250.5,160.8,270.2,0.0,46.6,270.5,181.1,755.0,0.0,0.2,1.3,12.3,16.1,3.9,38.0,-8.2,14.5
639,824,12-01-2019 20:00,251.4,96.2,106.9,150.2,293.2,252.0,160.6,272.4,0.0,46.0,340.5,193.6,750.0,0.0,0.4,2.5,12.6,16.0,3.9,38.3,-8.5,14.6
640,825,12-01-2019 21:00,251.3,95.6,108.3,149.9,291.9,252.3,160.5,274.1,0.0,45.5,294.8,186.7,750.0,0.0,0.4,2.4,12.3,16.0,3.9,38.2,-8.7,14.5
641,826,12-01-2019 22:00,251.3,95.8,109.8,149.8,291.3,252.9,161.1,273.7,0.0,45.1,307.5,197.1,750.0,0.0,0.4,2.4,12.0,16.0,3.9,38.6,-8.7,14.4
642,827,12-01-2019 23:00,251.3,95.5,109.3,149.6,290.9,253.6,162.4,274.8,0.0,44.8,333.6,190.6,750.0,0.0,0.4,2.4,11.7,16.1,3.8,39.0,-8.8,14.4
643,828,12-02-2019 00:00,251.0,95.4,109.6,149.8,290.9,254.1,162.3,276.0,0.0,44.6,434.7,203.8,766.0,0.0,0.4,2.5,11.7,16.0,3.8,39.4,-8.7,14.4
644,829,12-02-2019 01:00,251.1,95.5,109.0,149.8,290.3,254.1,163.0,275.5,0.0,44.4,480.0,228.8,1180.6,0.0,0.4,2.4,11.6,16.0,3.7,39.4,-8.8,14.4
645,830,12-02-2019 02:00,251.3,95.5,110.6,149.7,290.4,255.2,164.9,275.3,1.0,44.1,392.4,410.5,1056.4,0.0,0.4,2.5,11.3,15.9,3.7,39.5,-9.1,14.1
646,831,12-02-2019 03:00,251.2,95.8,109.3,149.7,289.5,255.2,165.2,274.7,0.4,43.8,285.4,500.0,788.2,0.0,0.4,2.4,11.6,15.8,3.6,39.5,-9.2,14.0
647,832,12-02-2019 04:00,251.3,95.7,108.6,149.5,289.1,254.8,164.0,273.9,0.0,43.4,317.5,239.4,1034.8,0.0,0.4,2.4,11.8,15.8,3.7,40.0,-9.3,14.1
648,833,12-02-2019 05:00,251.1,95.8,110.0,149.6,289.7,256.9,168.6,274.4,1.3,43.3,376.5,489.1,1133.6,0.0,0.4,2.4,11.8,15.8,3.7,40.1,-9.4,13.9
649,834,12-02-2019 06:00,251.4,96.2,105.8,150.2,288.5,256.8,164.8,275.2,0.0,43.3,304.0,683.6,906.4,0.1,0.4,2.4,12.5,15.8,3.7,40.3,-9.5,13.8
650,835,12-02-2019 07:00,251.3,96.4,108.1,152.7,288.8,257.2,166.8,275.4,0.6,43.5,307.6,591.6,844.1,0.1,0.4,2.4,16.7,16.4,4.0,40.1,-9.4,13.9
651,836,12-02-2019 08:00,182.2,82.2,111.6,155.0,285.8,264.6,166.9,276.5,14.2,43.5,264.2,806.9,750.6,0.3,127.2,10.7,30.0,21.1,7.2,39.7,-9.7,13.1
652,837,12-02-2019 17:00,165.3,73.5,638.6,1103.8,1103.1,1088.0,904.6,785.1,777.4,180.8,734.9,915.9,1159.9,2.0,365.4,154.3,842.6,820.5,822.2,783.2,720.7,545.2
653,838,12-02-2019 18:00,204.8,84.6,631.5,1099.9,1100.3,1099.8,901.1,751.8,751.3,80.5,852.3,952.3,1327.7,2.8,344.2,191.6,722.1,667.0,653.5,603.1,545.1,450.5
654,839,12-05-2019 13:00,250.6,95.0,600.9,1101.0,1201.0,1216.6,948.6,777.1,776.1,88.9,1007.6,1153.4,1367.6,4.4,537.9,517.6,935.9,915.7,878.0,760.6,633.3,453.5
655,840,12-05-2019 19:00,188.0,81.3,586.4,1064.7,1232.3,1181.7,978.0,582.8,576.7,530.0,983.1,1024.6,1119.7,2.7,337.7,195.4,807.1,803.1,776.0,681.9,448.9,298.6
656,841,12-05-2019 20:00,180.2,76.9,500.9,600.4,700.5,799.6,599.5,499.7,499.8,530.0,686.1,752.0,895.1,0.2,0.4,2.4,274.6,291.5,307.4,297.7,229.0,194.8
657,842,12-05-2019 21:00,201.3,82.2,500.6,600.8,699.6,799.4,598.8,498.5,499.4,530.0,581.9,624.4,757.9,0.2,0.3,2.3,283.2,312.7,350.9,345.0,281.8,221.3
658,843,12-06-2019 00:00,193.8,80.2,599.2,1019.4,1053.1,1038.8,868.5,700.5,701.1,530.0,873.4,873.2,1361.7,3.3,335.5,213.2,782.1,730.0,710.4,673.4,586.9,438.9
659,844,12-06-2019 01:00,200.3,82.3,638.2,1089.1,1208.5,1178.3,900.0,700.6,700.2,530.0,937.9,867.3,1446.4,3.5,365.1,257.0,764.9,745.9,718.2,628.3,517.1,381.5
660,845,12-06-2019 07:00,212.7,86.6,501.1,999.4,1127.0,1077.0,923.4,550.2,549.9,530.0,911.8,998.2,1019.5,3.0,325.0,186.9,952.4,1004.7,928.5,831.5,548.9,343.7
661,846,12-06-2019 09:00,215.3,87.1,504.9,984.7,1246.2,1157.6,895.7,526.9,528.8,514.1,960.5,992.7,1022.0,3.0,298.7,163.8,939.1,945.9,903.2,770.6,484.5,298.1
662,847,12-06-2019 10:00,211.3,85.7,507.4,951.2,1257.1,925.2,894.0,516.8,518.6,530.0,820.7,977.4,970.4,2.6,363.8,192.0,845.8,972.9,928.0,853.0,513.7,326.6
663,848,12-06-2019 11:00,211.6,85.2,499.9,933.0,1275.6,1090.0,945.8,539.8,535.0,530.0,947.3,981.2,1171.3,3.0,384.1,236.2,910.8,953.5,909.0,835.7,555.9,361.1
664,849,12-06-2019 12:00,213.3,85.7,499.7,947.3,1323.1,1171.9,950.4,535.3,534.1,530.0,945.5,983.0,1247.5,3.2,372.8,246.0,913.3,937.7,893.6,773.9,485.5,314.5
665,850,12-11-2019 23:00,274.9,101.9,649.8,1100.2,1370.4,1298.5,1051.1,632.2,630.5,530.0,1019.3,474.9,1428.7,4.4,359.1,308.9,868.2,889.1,876.3,780.6,543.2,377.1
666,851,13-12-2019 21:00,158.9,71.9,542.3,1014.9,1209.9,1173.6,890.9,539.7,533.4,530.0,879.5,1067.1,1488.5,2.3,410.5,194.7,748.9,766.4,736.3,582.9,376.8,265.8
667,852,13-12-2019 22:00,179.0,76.7,570.9,995.5,1281.5,1201.5,901.7,533.7,534.5,530.0,754.3,1072.1,1240.4,1.9,408.1,173.5,706.2,761.9,738.8,597.7,370.3,259.5
668,853,23-12-2019 14:00,270.6,101.8,650.1,1099.7,1259.9,1115.3,976.7,781.2,779.6,530.0,1041.9,1023.9,1159.8,4.5,404.4,365.8,877.1,906.0,893.7,886.3,802.8,565.8
669,854,23-12-2019 21:00,289.5,106.3,681.5,1149.7,1121.0,1179.1,999.0,899.8,889.9,530.0,1012.6,978.8,1317.2,4.7,314.0,260.4,894.6,869.6,869.9,843.1,800.8,597.5
670,855,24-12-2019 16:00,289.7,105.8,649.1,1149.9,1146.0,1091.9,950.7,850.7,849.6,530.0,1025.8,1075.7,1180.3,4.8,373.9,349.6,892.9,857.0,846.4,838.2,803.0,589.9
671,856,24-12-2019 17:00,289.8,106.1,649.8,1149.1,1011.1,1000.6,950.3,849.4,850.0,530.0,1009.7,1075.1,1179.3,4.8,379.4,355.9,900.7,823.7,819.2,833.2,802.0,589.0
672,857,24-12-2019 18:00,289.7,106.1,650.0,1151.7,1000.6,1001.2,950.6,849.9,850.0,530.0,1010.8,1083.4,1175.2,4.7,384.2,361.2,911.9,840.4,840.2,856.2,823.3,598.2
673,858,24-12-2019 19:00,290.2,106.0,649.1,1150.6,999.2,999.8,951.9,851.2,852.9,530.0,1013.9,1074.7,1191.7,4.7,381.6,355.6,922.6,838.4,831.8,841.3,809.8,588.6
674,859,24-12-2019 20:00,291.0,106.3,650.8,1149.8,1001.4,1004.0,951.0,855.9,855.3,530.0,1035.3,1069.3,1212.5,4.7,377.1,347.9,914.7,837.5,837.0,850.4,823.5,593.9
675,860,24-12-2019 21:00,289.8,105.9,649.9,1150.5,1004.6,1004.4,954.7,858.4,855.3,530.0,1018.8,1071.0,1169.8,4.7,359.6,324.9,912.2,836.6,829.5,847.7,821.3,604.3
676,861,24-12-2019 22:00,288.0,105.4,650.1,1148.9,1000.4,999.7,949.5,862.0,861.6,530.0,1010.9,1054.3,1189.0,4.7,362.3,325.6,918.0,838.8,831.0,840.7,804.8,584.8
677,862,26-12-2019 07:00,279.6,104.4,650.5,1150.7,1323.3,1207.1,1021.8,700.2,649.9,530.0,984.2,1116.6,750.0,4.3,390.2,337.2,917.9,929.9,907.5,858.8,691.8,458.6
678,863,27-12-2019 16:00,272.0,101.7,650.3,1149.9,1357.0,1173.8,1010.1,840.0,828.8,530.0,987.7,1113.8,1150.8,4.1,445.3,387.6,886.6,917.3,896.2,884.4,807.5,589.7
679,864,31-12-2019 16:00,150.2,72.5,544.7,906.2,841.2,668.1,933.9,737.9,744.3,530.0,853.5,981.8,1245.6,1.8,335.3,124.1,577.9,500.8,401.0,566.8,539.8,433.4
