,Unnamed: 0,TAG,B_431FM2_FI,C_431BE1_JT,D_471FN1_FT01,E_471FN2_FT01,F_471FN3_FT01,G_471FN4_FT01,H_471FN5_FT01,I_471FN6_FT01,J_471FN7_FT01,K_471CLNKR_TT,F_451PC1_TT04,G_461KL1_TT01,H_461KL1_PYRO_MTR,I_Kiln RPM,J_461KL1_IZ,K_461KL1_JZ_EM,E _471FN2_PT01,F_471FN3_PT01,G_471FN4_PT01,H_471FN5_PT01,I_471FN6_PT01,J_471FN7_PT01
0,0,TAG DES,Kiln Feed,Kiln Feed BE KW,COOLER FAN-1 FOLW,COOLER FAN-2 FOLW,COOLER FAN-3 FOLW,COOLER FAN-4 FOLW,COOLER FAN-5 FOLW,COOLER FAN-6 FOLW,COOLER FAN-7 FOLW,CLINKER TEMP,TERITIARY AIR TEMP,Kiln I/L Temp,BURNING ZONE TEMP,Kiln rpm,Kiln current,kiln M.DRIVE POWER,COOLER FAN-2 PRESSURE,COOLER FAN-3 PRESSURE,COOLER FAN-4 PRESSURE,COOLER FAN-5 PRESSURE,COOLER FAN-6 PRESSURE,COOLER FAN-7 PRESSURE
1,1,UNIT,TPH,Kw,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,m³/min,°C,°C,°C,°C,rpm,A,Kw,mmWc,mmWc,mmWc,mmWc,mmWc,mmWc
2,2,06-01-2019 07:00,226.0,82.5,578.4,1050.6,1276.6,1113.3,950.0,658.3,659.0,92.7,910.2,1132.8,1086.8,3.3,478.1,347.1,877.9,907.4,854.8,779.3,534.0,366.3
3,3,06-01-2019 14:00,278.4,97.0,579.1,1049.4,1292.8,1201.5,1100.0,758.7,745.5,106.9,952.2,1137.5,763.7,5.0,381.8,372.7,889.9,892.8,819.1,729.7,503.3,342.8
4,4,06-03-2019 12:00,226.4,84.0,503.9,1004.7,1307.1,1341.8,1101.2,601.8,600.8,94.1,888.3,1209.7,751.9,3.6,359.7,250.4,548.4,686.3,730.8,676.6,414.2,303.2
5,5,06-03-2019 13:00,209.6,79.2,501.2,1002.0,1292.8,1308.0,1092.8,600.8,601.6,86.7,882.4,1215.6,750.0,3.5,379.4,264.8,551.0,714.8,746.4,700.8,424.2,303.2
6,6,06-03-2019 14:00,194.3,74.8,500.2,1001.0,1150.1,1099.4,947.8,598.8,600.7,91.2,894.0,1237.0,750.0,3.8,428.9,340.6,541.5,608.6,612.7,596.8,402.6,301.3
7,7,06-03-2019 15:00,180.0,71.1,499.2,982.5,1142.6,1096.0,951.5,637.0,631.0,95.3,890.3,1205.0,755.4,3.6,437.3,336.1,444.7,501.8,530.1,547.5,409.9,301.3
8,8,06-03-2019 16:00,179.4,70.8,497.8,983.9,1130.6,1070.2,924.1,598.4,598.8,102.5,891.6,1217.5,750.0,3.0,461.3,298.5,562.4,589.2,553.8,534.7,387.7,294.6
9,9,06-03-2019 18:00,160.8,66.5,501.6,992.3,830.6,765.0,674.0,619.1,594.0,164.9,954.8,1085.1,750.0,3.2,372.3,237.2,933.0,825.3,753.7,708.3,556.5,338.6
10,10,06-03-2019 19:00,202.2,77.1,636.2,1089.7,1100.5,920.6,827.9,696.8,658.2,142.0,865.2,1141.1,750.0,4.0,375.3,297.7,713.7,671.6,611.0,602.0,490.5,351.8
11,11,06-03-2019 20:00,240.9,88.4,650.0,1134.6,1199.8,914.2,837.7,740.2,700.0,114.3,956.9,1175.7,750.0,4.2,374.5,311.2,830.5,782.8,674.3,651.8,534.6,374.5
12,12,06-03-2019 21:00,252.0,91.6,650.6,1149.3,1126.5,942.1,900.1,825.0,773.7,116.0,950.6,1187.8,750.0,4.3,374.6,319.5,829.2,759.6,693.8,690.3,604.4,424.2
13,13,06-03-2019 22:00,251.8,91.4,608.9,1121.1,1246.9,1102.9,997.0,791.0,706.3,118.0,944.7,1183.9,750.0,4.5,380.8,341.8,858.0,837.5,797.3,768.0,605.9,388.9
14,14,06-03-2019 23:00,260.7,93.3,580.3,1051.3,1264.1,1137.8,1067.5,830.9,818.1,103.4,976.3,1159.8,750.0,4.8,375.0,358.0,875.3,871.9,817.3,776.9,607.3,415.9
15,15,06-04-2019 13:00,300.4,102.9,665.6,1113.7,1137.3,1029.9,984.7,946.5,938.7,136.2,945.6,1165.3,1200.8,5.0,384.2,377.7,902.7,841.3,765.1,741.2,640.7,471.0
16,16,06-04-2019 15:00,300.0,103.3,681.1,1098.6,1208.1,1178.9,1096.1,936.5,938.3,116.2,929.9,1169.3,1246.2,5.0,427.0,429.9,870.5,835.5,788.0,746.5,620.3,463.6
17,17,06-04-2019 16:00,300.0,103.4,680.1,1133.5,1018.4,1018.1,1079.2,948.1,949.1,144.0,940.3,1153.9,1201.8,5.0,417.9,417.5,892.6,777.9,755.8,756.1,656.5,484.4
18,18,06-04-2019 17:00,302.6,103.4,680.6,1151.0,1014.0,1017.0,1095.6,940.5,942.6,130.6,930.6,1150.6,1236.4,5.0,411.6,413.1,877.5,757.8,739.8,746.8,646.7,469.2
19,19,06-04-2019 18:00,304.2,103.6,679.7,1151.2,1023.3,1015.5,1097.9,921.5,913.8,135.3,939.0,1152.9,1233.8,5.0,418.9,425.0,892.0,770.1,731.4,729.0,603.1,441.1
20,20,06-04-2019 19:00,305.0,104.0,679.2,1150.0,1036.4,1010.8,1100.5,945.9,945.9,132.3,947.8,1145.9,1301.8,5.0,418.4,421.2,858.0,745.9,715.1,723.4,628.1,457.7
21,21,06-04-2019 20:00,310.7,105.7,676.8,1150.7,1028.8,1002.9,1099.5,945.1,946.8,134.5,962.5,1140.3,1330.0,5.0,409.3,406.8,879.0,754.0,715.1,720.6,615.4,453.2
22,22,06-04-2019 21:00,310.8,105.2,675.5,1148.4,1021.6,999.8,1099.8,950.6,950.2,147.6,954.9,1143.8,1362.2,5.0,395.9,393.5,863.1,745.1,720.2,734.1,638.1,471.8
23,23,06-05-2019 03:00,311.1,104.7,651.8,1142.1,1282.2,1152.9,1098.2,933.0,799.6,133.7,959.6,1143.3,1238.9,5.0,390.2,386.3,892.7,876.3,791.3,747.3,615.7,405.9
24,24,06-05-2019 04:00,310.8,105.5,649.4,1151.1,1300.7,1189.4,1100.4,921.0,793.1,113.2,933.7,1140.9,1253.3,5.0,407.2,407.3,857.2,853.8,786.4,741.8,604.8,391.6
25,25,06-05-2019 05:00,311.0,105.8,649.7,1148.6,1324.9,1219.8,1099.7,940.8,793.9,100.9,925.1,1144.6,1231.1,5.0,419.2,420.9,881.1,886.0,807.7,737.2,601.6,391.7
26,26,06-05-2019 06:00,311.3,105.2,649.7,1148.8,1296.5,1216.8,1100.3,936.7,793.4,103.1,918.6,1153.2,1238.5,5.0,392.8,390.7,906.6,902.7,818.5,749.0,605.7,388.7
27,27,06-05-2019 07:00,311.5,105.6,649.3,1147.8,1292.9,1216.5,1098.3,942.3,822.7,94.2,901.3,1164.2,1203.7,5.0,395.7,391.2,908.0,901.3,819.1,749.8,611.3,399.8
28,28,06-05-2019 11:00,310.9,105.1,649.5,1098.4,1104.4,1099.4,999.2,941.5,894.8,128.1,919.3,1156.5,1238.0,5.0,410.1,410.1,822.7,767.4,735.4,719.3,628.2,447.3
29,29,06-05-2019 12:00,311.1,105.5,668.6,1106.0,1202.3,1083.9,1033.6,924.1,863.2,130.2,920.5,1163.0,1207.5,5.0,416.9,418.9,853.9,820.0,765.4,753.4,644.4,456.1
30,30,06-05-2019 13:00,310.8,105.1,642.1,1097.4,1171.6,1066.9,1054.8,1006.5,924.2,114.2,938.5,1173.9,1193.1,5.0,422.8,428.4,845.8,806.6,763.3,769.0,688.4,485.0
31,31,06-05-2019 14:00,303.6,103.8,599.9,1097.8,1191.1,1065.5,1007.9,974.5,902.8,128.9,921.6,1179.9,1134.9,5.0,409.3,407.9,832.8,813.3,781.5,788.0,705.2,495.9
32,32,06-05-2019 16:00,302.0,103.5,600.2,1100.2,1295.5,1185.8,1044.0,1009.1,840.2,130.9,920.2,1145.1,1266.2,5.0,425.4,431.3,836.8,834.9,786.2,761.6,670.4,452.8
33,33,06-05-2019 17:00,308.6,105.2,602.1,1104.3,1209.8,1200.6,1096.6,988.2,831.5,109.9,942.3,1132.8,1334.0,4.8,430.4,416.9,821.8,783.9,757.3,737.6,628.3,416.9
34,34,06-05-2019 18:00,304.2,103.7,603.0,1096.6,1165.9,1217.0,1091.4,930.7,865.6,125.1,923.6,1134.6,1318.6,4.8,414.2,404.9,831.6,795.5,774.4,733.0,591.2,423.0
35,35,06-05-2019 19:00,310.8,105.9,599.9,1100.1,1101.9,1098.8,1096.6,1028.7,929.0,134.2,939.8,1138.5,1367.4,5.0,415.5,418.7,834.3,765.0,730.1,726.0,641.1,456.0
36,36,06-05-2019 20:00,311.4,106.1,600.0,1100.6,1134.8,1043.7,1100.3,990.9,940.7,133.7,949.6,1127.4,1389.7,5.0,412.6,414.3,816.6,754.6,703.6,714.1,629.7,463.3
37,37,06-05-2019 21:00,311.2,106.0,600.0,1101.1,1064.3,1024.0,1099.2,1030.4,963.1,127.9,956.5,1117.4,1407.8,5.0,411.9,411.1,821.7,733.1,698.6,715.9,645.2,487.1
38,38,06-05-2019 22:00,310.9,106.8,640.5,1140.8,1219.8,1181.1,1092.3,921.4,867.1,131.7,951.2,1121.7,1335.7,5.0,395.8,389.0,877.6,846.2,793.6,749.8,612.1,441.2
39,39,06-06-2019 07:00,303.0,105.9,649.6,1151.1,1150.0,1094.6,1099.7,951.9,860.4,143.6,965.0,1133.4,1336.3,5.0,433.5,440.0,834.9,777.1,743.0,736.8,639.4,442.8
40,40,06-06-2019 08:00,306.1,106.3,649.3,1150.0,1151.1,1147.9,1100.0,988.1,887.8,143.8,971.8,1145.7,1361.8,5.0,413.5,415.3,840.5,760.9,731.2,724.7,646.9,464.4
41,41,06-06-2019 09:00,310.7,107.2,653.9,1091.1,1070.9,1066.5,1097.1,992.8,893.7,126.5,955.4,1156.8,1297.2,4.7,408.3,391.9,866.8,771.1,730.8,723.7,633.1,451.6
42,42,06-06-2019 10:00,310.5,107.1,656.0,1101.7,1054.2,1025.2,1088.0,988.9,889.4,141.8,924.0,1158.2,1258.5,5.0,413.2,414.3,867.2,785.2,757.5,760.0,666.5,446.2
43,43,06-06-2019 11:00,311.1,107.4,649.5,1099.5,909.3,926.0,1087.9,985.6,929.4,144.7,920.3,1157.3,1263.5,5.0,416.2,414.1,875.0,734.1,720.5,753.2,674.8,473.5
44,44,06-06-2019 12:00,310.9,106.8,649.7,1100.4,944.0,951.0,1092.2,977.5,924.4,155.0,910.0,1150.7,1234.3,5.0,406.3,405.0,853.6,734.3,715.4,739.3,655.4,471.6
45,45,06-06-2019 13:00,311.3,106.3,650.6,1100.5,961.7,953.4,1092.4,976.6,926.7,149.7,921.5,1139.5,1271.2,5.0,396.5,393.6,838.3,721.2,709.0,733.9,653.4,465.4
46,46,06-06-2019 14:00,311.2,106.6,649.5,1100.4,1002.7,987.3,1099.9,974.0,918.0,144.9,935.6,1121.9,1304.8,5.0,399.4,393.6,828.0,718.7,694.7,709.0,630.2,453.5
47,47,06-06-2019 15:00,310.9,106.4,650.3,1101.5,1035.5,1037.0,1099.5,978.6,941.6,137.5,928.9,1131.9,1256.2,5.0,394.3,386.3,841.3,750.6,717.9,724.3,629.6,461.6
48,48,06-06-2019 16:00,311.0,106.8,650.2,1101.6,1022.5,999.8,1086.1,983.1,956.6,131.0,929.4,1136.9,1210.1,5.0,395.3,387.5,842.6,756.6,730.1,746.8,662.0,481.6
49,49,06-06-2019 17:00,311.4,106.2,664.0,1100.4,1126.5,1028.7,1094.8,991.6,978.3,114.9,924.2,1150.4,1217.8,5.0,405.3,403.5,846.3,793.3,744.1,750.2,670.1,492.8
50,50,06-06-2019 19:00,315.1,107.2,650.4,1049.0,1044.5,920.4,1093.9,892.5,893.3,135.9,924.6,1151.2,1220.8,5.0,394.3,388.2,857.5,781.9,721.2,733.9,608.1,436.1
51,51,06-06-2019 20:00,315.2,107.5,650.0,1077.6,1003.1,970.2,1063.8,947.2,926.1,139.4,907.4,1141.5,1181.6,5.0,406.5,402.9,842.3,767.6,752.0,774.8,686.0,484.8
52,52,06-06-2019 21:00,315.3,107.4,649.2,1100.8,1004.4,915.9,1099.3,967.1,928.1,117.0,891.4,1148.2,1174.1,5.0,408.2,405.1,849.3,744.1,704.2,731.0,644.8,463.4
53,53,06-07-2019 00:00,315.0,107.4,649.5,1100.9,1321.3,1144.5,999.2,910.5,862.1,123.7,942.1,1168.6,1182.7,5.0,447.3,461.5,866.5,873.1,796.5,752.4,646.5,455.1
54,54,06-07-2019 01:00,314.9,107.3,665.5,1095.6,1282.3,1115.6,1017.6,933.0,906.0,122.2,944.4,1164.8,1220.7,5.0,475.2,492.3,886.7,875.6,772.8,738.1,649.7,476.3
55,55,06-07-2019 02:00,315.1,106.7,659.0,1100.0,1258.4,1166.9,1053.9,910.3,891.0,135.9,939.9,1174.1,1180.3,5.0,438.3,449.7,872.6,866.8,802.3,746.9,616.4,446.8
56,56,06-07-2019 03:00,315.2,107.1,648.3,1082.4,1280.7,1185.3,1075.1,915.0,895.0,115.7,928.1,1170.8,1155.2,5.0,422.2,430.2,863.4,866.9,813.6,780.5,654.2,473.4
57,57,06-07-2019 04:00,315.1,107.0,649.8,1102.5,1254.5,1161.2,1064.8,897.5,868.5,110.6,922.3,1166.7,1160.0,5.0,430.5,437.1,857.7,860.8,807.1,767.8,634.0,449.6
58,58,06-07-2019 05:00,315.2,107.7,650.8,1112.6,1256.8,1096.5,992.4,868.8,844.4,125.5,913.5,1163.4,1153.3,5.0,447.4,457.2,877.6,876.8,799.1,759.6,631.8,435.0
59,59,06-07-2019 06:00,315.1,107.6,648.6,1088.6,1273.9,1235.3,1001.9,871.6,839.3,127.4,935.5,1181.0,1180.5,5.0,448.5,457.4,857.3,867.1,822.0,736.8,617.2,442.6
60,60,06-07-2019 07:00,315.3,107.7,649.8,1096.2,1149.7,1079.7,999.9,893.2,886.8,114.4,925.7,1174.2,1197.0,5.0,447.6,458.8,859.4,821.6,762.0,731.7,629.5,462.5
61,61,06-07-2019 08:00,315.5,107.3,650.1,1102.6,1186.5,1034.2,998.9,881.8,866.7,135.8,936.2,1172.3,1152.5,5.0,427.3,432.7,855.9,838.3,774.9,757.7,642.6,451.8
62,62,06-07-2019 18:00,267.0,95.7,549.3,1049.5,1267.1,1156.6,1033.7,791.5,789.4,126.3,984.8,1156.1,1197.3,5.0,503.0,523.4,855.0,851.3,819.0,785.4,611.3,426.2
63,63,06-07-2019 19:00,270.8,96.9,550.3,1050.8,1255.5,1140.6,1049.8,804.9,804.7,114.6,949.9,1152.9,1238.6,5.0,518.0,536.4,878.9,870.4,823.8,781.0,596.9,413.3
64,64,06-09-2019 07:00,280.3,99.2,700.3,1150.4,1272.2,1183.9,949.3,756.5,757.7,117.9,959.6,461.0,1139.5,5.0,381.2,372.4,876.4,868.6,814.8,731.1,570.2,395.2
65,65,06-09-2019 08:00,279.9,98.8,700.2,1152.3,1280.0,1198.4,949.8,745.2,745.1,116.1,958.3,0.0,1143.5,5.0,384.7,376.1,880.3,869.0,804.0,710.3,542.8,384.3
66,66,06-09-2019 09:00,279.8,99.0,698.7,1151.1,1173.4,1122.3,949.2,772.0,773.0,118.0,980.9,623.3,1141.9,5.0,386.4,378.3,894.0,837.0,771.8,696.3,542.5,382.8
67,68,06-09-2019 16:00,279.4,98.2,670.9,1151.8,999.6,1000.9,949.9,917.2,872.1,67.1,951.0,1152.2,1190.0,5.0,363.5,349.8,896.2,760.6,729.3,727.4,634.0,440.4
68,69,06-12-2019 15:00,192.0,78.5,625.9,1073.0,1021.8,1004.8,801.1,625.1,542.3,145.1,990.1,1051.1,1310.3,3.4,348.6,224.3,796.1,687.1,629.9,542.2,369.6,248.3
69,70,13-06-2019 10:00,284.1,100.8,550.2,1049.3,1224.4,1197.1,1069.0,849.9,811.9,115.7,1018.3,1139.0,750.0,5.0,415.6,415.7,863.0,840.6,804.5,750.0,591.2,405.6
70,71,13-06-2019 11:00,284.4,101.3,549.8,1050.4,1251.3,1147.1,1091.9,831.7,814.8,142.4,1014.2,1156.6,750.0,5.0,378.8,365.0,846.0,831.3,792.6,769.1,618.0,436.8
71,72,13-06-2019 12:00,284.2,101.0,549.8,1050.9,1276.7,1316.2,1100.2,829.6,815.0,108.6,999.1,1176.9,750.0,5.0,413.6,412.3,835.6,831.6,811.9,736.6,565.1,405.0
72,73,13-06-2019 13:00,284.5,100.8,550.0,1049.4,1300.1,1310.1,1095.8,828.5,815.0,114.8,1027.8,1183.6,750.0,5.0,428.1,430.2,835.4,835.8,815.9,743.6,561.5,399.7
73,74,13-06-2019 14:00,284.1,100.3,549.9,1050.7,1300.0,1341.1,1099.9,824.1,812.1,104.9,1031.0,1168.4,750.0,5.0,429.1,432.8,818.9,818.4,796.2,713.6,533.4,385.1
74,75,13-06-2019 15:00,284.7,100.4,583.0,1051.6,1192.5,1204.5,1099.1,857.1,829.6,109.4,1039.3,1175.0,750.0,5.0,423.2,429.4,846.0,805.8,768.7,722.3,562.0,403.3
75,76,13-06-2019 16:00,287.7,101.1,684.1,1049.5,1163.0,1108.3,1098.3,865.4,832.5,123.0,1038.3,1169.5,750.0,5.0,403.9,401.0,860.9,812.5,758.7,737.0,583.3,399.3
76,77,13-06-2019 17:00,286.2,101.0,696.2,1050.3,1229.1,1170.9,1100.4,847.4,823.7,122.5,1014.1,1173.1,750.0,5.0,409.7,404.4,856.9,835.3,786.7,747.4,575.5,400.9
77,78,13-06-2019 18:00,284.3,100.3,696.5,1050.3,1345.2,1308.4,1100.2,818.1,809.1,102.7,1014.8,1159.1,750.0,5.0,430.7,433.6,821.9,844.6,805.4,723.5,536.7,383.2
78,79,13-06-2019 19:00,284.4,100.3,662.7,1047.9,1399.3,1330.3,1099.7,799.3,800.0,105.1,1015.1,1158.8,750.0,5.0,457.2,464.3,830.8,860.3,803.3,707.1,510.8,376.7
79,80,13-06-2019 20:00,284.4,100.3,650.0,1050.8,1381.0,1330.0,1100.5,805.7,802.6,114.8,1037.1,1151.6,750.0,5.0,442.1,449.1,834.7,856.6,805.0,715.3,525.2,387.9
80,81,13-06-2019 21:00,284.8,100.2,650.5,1048.8,1259.3,1324.5,1100.7,841.3,820.7,114.0,1035.8,1154.7,750.0,5.0,434.2,440.2,840.3,826.2,796.9,715.4,546.0,400.1
81,82,13-06-2019 22:00,284.3,100.5,626.7,1037.6,1236.3,1264.2,1097.9,834.9,817.4,119.3,1021.9,1155.3,750.0,5.0,423.4,425.3,844.3,838.4,810.5,742.2,551.9,383.3
82,83,13-06-2019 23:00,284.3,100.0,548.2,1000.0,1360.7,1309.7,1099.6,817.0,808.4,103.9,1044.8,1147.5,750.0,5.0,409.3,410.3,819.4,842.8,800.1,727.0,545.3,389.8
83,84,14-06-2019 00:00,284.7,100.5,550.0,998.9,1335.6,1206.7,1099.6,860.2,816.6,123.9,1047.0,1161.9,750.0,5.0,391.5,387.1,852.0,857.3,781.7,731.8,573.2,411.8
84,85,14-06-2019 01:00,284.8,100.4,550.3,1000.2,1398.9,1246.1,1100.7,838.5,777.2,115.7,1045.6,1165.1,750.0,5.0,393.8,390.7,846.0,869.5,788.3,732.0,554.2,378.6
85,86,14-06-2019 02:00,284.5,100.2,549.3,999.9,1335.9,1222.9,1099.5,854.6,783.5,127.4,1053.8,1178.5,750.0,5.0,395.9,394.1,835.1,840.7,768.9,720.9,562.3,399.6
86,87,14-06-2019 03:00,285.2,100.4,550.5,1002.4,1360.6,1280.8,1101.1,837.0,753.6,142.0,1042.5,1207.2,750.0,5.0,380.7,370.6,829.6,855.2,800.5,723.4,542.9,378.0
87,88,14-06-2019 04:00,284.5,100.4,581.7,1052.7,1362.7,1274.6,1079.9,805.3,735.6,136.9,1057.6,1213.8,750.0,5.0,385.7,379.6,824.8,835.2,777.2,703.5,522.0,363.3
88,89,14-06-2019 05:00,277.9,99.1,649.9,1116.3,1299.8,1200.2,1018.0,800.4,790.4,138.5,1069.2,1187.7,750.0,5.0,377.5,368.9,864.7,832.2,746.2,679.1,521.5,395.0
89,90,14-06-2019 06:00,274.4,98.0,604.9,1099.4,1216.2,1211.0,1000.1,758.2,737.4,129.9,1062.3,1187.9,750.0,5.0,382.3,375.4,818.4,770.2,724.3,651.2,477.9,353.4
90,91,14-06-2019 07:00,274.6,99.1,600.2,1101.0,1187.3,1121.5,999.3,771.8,747.3,127.9,1072.3,1187.1,750.0,5.0,382.1,372.2,828.5,760.1,691.2,650.9,486.6,360.6
91,92,14-06-2019 08:00,276.3,99.5,567.7,1073.2,1222.3,1273.5,951.8,706.5,667.9,146.9,1058.7,1174.9,750.0,5.0,371.6,357.8,866.9,849.2,768.2,644.5,435.4,314.0
92,93,14-06-2019 09:00,276.2,100.0,551.2,1052.0,424.2,1272.0,950.1,745.8,718.9,181.0,1060.1,1174.0,750.0,5.0,366.4,352.8,884.4,860.6,785.1,675.8,496.7,371.0
93,94,14-06-2019 13:00,158.5,67.3,502.3,737.2,878.1,908.5,626.1,573.9,576.8,67.2,664.6,870.9,750.0,1.8,296.9,98.4,489.1,509.9,492.7,415.9,299.4,256.9
94,95,14-06-2019 14:00,220.4,82.6,576.6,1077.5,1147.6,1073.6,849.8,600.7,600.8,96.7,834.6,1045.8,750.0,3.3,389.6,268.2,680.1,660.1,611.8,559.6,385.5,308.8
95,96,14-06-2019 15:00,245.0,90.6,600.6,1099.5,1199.6,1145.2,944.7,692.1,692.5,114.3,992.5,1087.8,750.0,4.3,382.9,323.2,867.4,820.2,747.8,687.7,513.4,379.4
96,97,14-06-2019 16:00,273.6,97.6,600.1,1100.1,1199.4,1154.3,949.6,700.6,701.2,124.4,1007.9,1125.7,750.0,4.9,441.0,442.8,878.3,841.3,765.5,679.4,474.9,357.8
97,98,14-06-2019 17:00,279.6,98.7,620.2,1109.9,1165.4,1135.9,950.0,739.0,739.4,132.9,1036.3,1146.7,750.0,4.9,443.6,446.4,904.6,850.3,783.1,711.5,533.1,386.4
98,99,14-06-2019 18:00,278.6,98.1,632.0,1100.4,1214.3,1140.2,949.3,810.3,810.1,120.9,988.4,1160.7,750.0,4.8,453.5,457.2,880.8,859.7,794.3,721.0,575.4,409.4
99,100,14-06-2019 19:00,278.4,98.3,599.3,1098.8,1261.8,1165.7,950.4,812.4,812.1,107.9,1014.8,659.2,750.0,4.9,467.2,474.5,888.2,885.9,820.1,740.2,594.9,422.9
100,101,14-06-2019 20:00,276.2,97.9,550.3,1050.0,1315.4,1143.7,1016.3,721.8,723.7,129.5,1019.2,392.7,750.0,4.8,447.0,448.9,860.1,886.5,832.2,787.2,583.5,402.2
101,102,14-06-2019 21:00,272.2,97.2,571.1,1070.4,1342.1,1181.0,1078.9,683.0,667.0,115.7,1009.6,1191.7,750.0,5.0,501.6,521.5,868.6,891.5,830.2,773.0,517.6,349.2
102,103,14-06-2019 22:00,272.8,97.1,550.2,1050.2,1331.0,1172.9,1057.4,662.2,662.4,124.5,1012.7,1187.6,750.0,5.0,525.1,546.7,862.2,894.7,837.4,787.8,533.6,368.4
103,104,14-06-2019 23:00,273.1,97.0,550.1,1050.5,1293.4,1147.1,1013.5,752.3,667.4,111.1,1031.3,1174.4,750.0,5.0,516.2,540.3,876.9,899.2,845.7,804.8,605.1,385.4
104,105,15-06-2019 00:00,271.8,96.5,549.9,1051.3,1245.8,1144.9,1001.5,824.8,674.3,110.2,1021.1,1183.6,750.0,5.0,463.1,479.3,886.8,895.4,847.5,809.8,648.2,389.7
105,106,15-06-2019 01:00,269.7,96.0,550.4,1049.7,1277.2,1203.5,1050.6,819.1,674.7,116.6,1032.2,1171.2,750.0,5.0,403.6,404.0,874.1,883.5,835.2,786.4,612.4,374.7
106,107,15-06-2019 02:00,269.6,95.9,550.4,1050.0,1314.5,1255.3,1099.2,749.8,654.7,115.7,1025.7,1149.8,750.0,5.0,390.8,386.5,874.3,892.7,829.1,743.8,501.9,326.7
107,108,15-06-2019 03:00,273.9,97.2,550.5,1049.3,1274.8,1223.9,1095.3,744.7,661.4,113.1,1033.5,1129.5,750.0,5.0,379.3,372.7,899.6,900.7,838.7,768.6,529.9,336.3
108,109,15-06-2019 04:00,279.6,98.9,550.0,1051.4,1278.2,1236.7,1091.5,780.3,668.7,108.1,1027.7,1151.1,750.0,5.0,405.5,403.0,884.2,890.4,837.3,760.6,533.1,333.0
109,110,15-06-2019 05:00,280.1,99.2,550.5,1051.0,1279.3,1203.0,1068.4,796.9,673.9,113.1,1022.8,1162.5,750.0,5.0,400.1,395.7,872.4,891.7,845.0,785.7,577.5,356.5
110,111,15-06-2019 06:00,278.9,98.8,550.6,1049.5,1316.6,1218.3,1069.0,722.8,656.6,107.1,1027.2,1171.2,750.0,5.0,406.8,404.0,873.8,897.9,845.0,786.8,554.8,363.6
111,112,15-06-2019 07:00,278.9,98.4,549.9,1051.5,1309.6,1211.0,1045.8,737.7,661.8,91.2,1015.4,1185.5,750.0,5.0,408.0,407.3,857.6,894.1,848.1,796.1,577.2,367.0
112,113,15-06-2019 08:00,279.0,98.4,549.9,1054.7,1322.4,1219.3,1058.4,712.8,654.2,121.0,1016.2,1194.8,750.0,5.0,408.5,409.9,850.2,884.2,842.6,788.5,559.9,377.2
113,114,15-06-2019 14:00,202.3,82.0,520.1,957.5,1175.3,1084.3,991.8,693.8,706.6,117.9,965.3,1172.8,1124.5,3.7,404.7,307.6,749.3,759.7,720.3,693.2,512.1,374.9
114,115,16-06-2019 19:00,290.5,101.3,601.7,1100.2,1147.9,1033.5,1096.6,761.6,762.5,142.1,1017.3,1154.1,750.0,5.0,367.6,355.7,884.7,830.0,760.9,760.9,567.0,401.7
115,116,16-06-2019 20:00,291.0,102.0,568.2,1059.1,1208.1,1095.2,1041.8,741.5,740.5,132.6,1012.0,1158.1,750.0,5.0,384.8,376.8,892.4,872.6,798.2,768.8,562.0,397.9
116,117,16-06-2019 21:00,290.3,102.0,599.3,1048.4,1267.3,1180.5,998.7,728.8,728.1,120.3,1023.7,1140.9,750.0,5.0,394.5,391.0,869.2,860.0,776.1,697.1,491.3,357.9
117,118,16-06-2019 22:00,290.8,102.4,599.8,1051.3,1170.5,1072.7,999.9,757.8,759.9,113.9,1033.0,1120.6,750.0,5.0,371.1,356.7,888.9,846.4,754.9,709.3,529.9,384.9
118,119,16-06-2019 23:00,290.4,101.9,600.2,1049.1,1182.3,1090.8,1020.3,743.1,743.6,128.8,1003.3,1120.9,750.0,5.0,367.0,354.6,913.7,892.3,823.9,774.5,549.0,381.1
119,120,17-06-2019 00:00,277.8,98.9,600.8,1051.4,1219.2,1086.9,1021.1,731.2,729.8,133.4,981.8,1123.5,750.0,4.5,359.6,314.2,877.5,898.4,843.9,806.2,579.4,397.3
120,121,17-06-2019 01:00,270.2,97.0,600.1,1049.4,1264.6,1137.5,1012.6,680.4,681.5,127.6,1000.7,1097.7,750.0,4.8,362.9,339.4,876.4,902.8,861.9,810.2,544.4,371.3
121,122,17-06-2019 02:00,274.8,97.8,599.0,1049.6,1325.8,1190.3,1095.6,673.8,671.8,116.0,1007.1,1093.9,750.0,5.0,365.5,351.7,853.6,875.0,822.8,771.7,522.4,375.8
122,123,17-06-2019 03:00,280.7,99.3,600.8,1050.7,1339.6,1176.3,1093.2,673.0,672.1,112.7,1008.3,1099.3,750.0,5.0,373.4,361.5,870.5,890.1,832.0,777.7,518.8,356.6
123,124,17-06-2019 04:00,289.8,101.5,600.4,1049.2,1337.3,1196.7,1099.9,661.2,660.5,106.0,1014.5,1097.4,750.0,5.0,382.0,373.8,883.0,910.3,843.1,769.5,488.8,333.2
